frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
3448,2766,1,4,3,0,76561198168198200,Ex3rcice,0,0,69fe15c294772f47
11762,9463,2,3,3,0,76561198047876970,Djoko,0,0,69fe15c294772f47
16396,12993,3,3,3,0,76561198031890115,Lucky,0,0,69fe15c294772f47
23246,18290,4,3,2,0,76561198061423730,insani,0,1,69fe15c294772f47
33568,26530,5,5,2,0,76561197985565685,saffee,0,0,69fe15c294772f47
41832,33174,6,5,2,0,76561198010496342,exit,0,0,69fe15c294772f47
52153,41370,7,4,2,0,76561197985565685,saffee,0,0,69fe15c294772f47
62307,49489,8,2,3,0,76561198045739761,Maka,0,0,69fe15c294772f47
83768,66476,10,3,2,0,76561197985565685,saffee,0,1,69fe15c294772f47
90065,71232,11,3,2,0,76561198157388473,Lucaozy,0,0,69fe15c294772f47
122055,97489,13,3,3,0,76561198388056582,drop,0,0,69fe15c294772f47
143306,114764,15,4,3,0,76561198010496342,exit,0,1,69fe15c294772f47
154682,123907,16,3,3,0,76561198388056582,drop,1,2,69fe15c294772f47
155384,124523,16,1,2,1,76561198031890115,Lucky,1,0,69fe15c294772f47
170138,136487,17,2,3,0,76561198010496342,exit,0,0,69fe15c294772f47
178946,143450,18,4,3,0,76561198388056582,drop,0,2,69fe15c294772f47
