checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
391305308d8bb198,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\IEM Katowice 2025 Play-in\complexity-vs-liquid-m2-ancient.dem,complexity-vs-liquid-m2-ancient,2025-01-31T11:18:11-03:00,esl,GOTV,,de_ancient,ESL Match Server #1,SourceTV Demo,188610,64.000000,79.116050,2947.000000,14062,10231,0,0,casual,0,157,64,161,3829,Team A,2,0,24,0
