number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1265,1705,5606,6720,5926,7109,Team A,Team B,1,0,3,2,4000,4000,4000,5050,3400,3450,pistol,pistol,84518,7,Team A,3,0,51bc12af9ae45411
2,5926,7109,7206,8865,13641,16513,13961,16927,Team A,Team B,2,0,3,2,19900,14250,19750,14650,18550,14050,semi,force-buy,118292,8,Team A,3,0,51bc12af9ae45411
3,13961,16927,15241,18695,16925,20831,17245,21217,Team A,Team B,3,0,3,2,20000,12200,22850,2500,4600,1900,full,eco,49108,8,Team A,3,0,51bc12af9ae45411
4,17245,21217,18525,23050,27797,33989,28117,34378,Team A,Team B,4,0,3,2,34050,24800,23650,24800,4200,23800,full,full,160658,7,Team A,3,0,51bc12af9ae45411
5,30656,37715,31936,39436,37625,46355,37945,46743,Team A,Team B,5,0,3,2,49150,22200,28850,23000,20050,22000,full,full,108682,8,Team A,3,0,51bc12af9ae45411
6,40296,49884,41576,51599,46747,57739,47066,58125,Team A,Team B,6,0,3,2,46450,18100,29150,10050,19300,10050,full,semi,98807,8,Team A,3,0,51bc12af9ae45411
7,47066,58125,48346,59951,54795,67685,55115,68066,Team A,Team B,7,0,3,2,44500,25950,29450,25000,18100,24300,full,full,120254,7,Team A,3,0,51bc12af9ae45411
8,55115,68066,56395,69908,61634,76139,61954,76543,Team A,Team B,8,0,3,2,45300,23150,30550,17950,23400,16950,full,semi,101550,7,Team A,3,0,51bc12af9ae45411
9,61954,76543,63234,78405,70594,87315,70914,87715,Team A,Team B,9,0,3,2,40800,28000,29550,25200,23050,24200,full,full,135500,12,Team A,3,0,51bc12af9ae45411
10,73182,90701,74462,92309,77753,96455,78073,96840,Team A,Team B,10,0,3,2,35000,18300,28950,15650,17900,10950,full,semi,72379,8,Team A,3,0,51bc12af9ae45411
11,78073,96840,79353,98636,86713,107293,87033,107680,Team A,Team B,11,0,3,2,34650,24950,29850,25000,14400,24000,full,full,131487,12,Team A,3,0,51bc12af9ae45411
12,87033,107680,88313,109582,91846,113968,92390,114634,Team A,Team B,11,1,3,2,37700,15250,32850,21600,26750,14600,full,full,79096,9,Team B,2,0,51bc12af9ae45411
13,92390,114634,106745,132291,109803,135868,110123,136252,Team A,Team B,11,2,2,3,4000,4000,4750,4300,3450,3300,pistol,pistol,267101,8,Team B,3,0,51bc12af9ae45411
14,110123,136252,111403,137908,116190,143571,116510,143976,Team A,Team B,11,3,2,3,10650,18450,1800,19750,1000,18050,eco,semi,92065,8,Team B,3,0,51bc12af9ae45411
15,116510,143976,117790,145719,121154,149869,121474,150257,Team A,Team B,11,4,2,3,21950,19050,22800,24200,21400,10900,full,full,74127,7,Team B,3,0,51bc12af9ae45411
16,124122,153601,125402,155264,128061,158565,128381,158971,Team A,Team B,11,5,2,3,18950,28050,10850,28650,10850,15250,semi,full,62441,8,Team B,3,0,51bc12af9ae45411
17,128381,158971,129661,160763,132913,164803,133233,165191,Team A,Team B,11,6,2,3,25100,30550,16700,30650,15900,4300,semi,full,73360,8,Team B,3,0,51bc12af9ae45411
18,133233,165191,134513,167105,138703,172168,139023,172568,Team A,Team B,11,7,2,3,27100,43600,26050,31150,24850,13400,full,full,87763,8,Team B,3,0,51bc12af9ae45411
19,139023,172568,140303,174497,143609,178659,143929,179053,Team A,Team B,12,7,2,3,19550,47750,12950,30750,12850,8850,semi,full,76618,9,Team A,2,0,51bc12af9ae45411
20,146470,182484,147750,184154,155640,193651,155640,193651,Team A,Team B,13,7,2,3,26700,25250,27800,31550,15700,31750,full,full,140469,9,Team A,2,0,51bc12af9ae45411
