number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1264,1671,9651,11274,9971,11655,Team A,Team B,1,0,3,2,4000,4000,4500,4250,3400,3250,pistol,pistol,139779,7,Team A,3,0,615da7d45a1425e8
2,9971,11655,11251,13586,17420,21292,17740,21719,Team A,Team B,1,1,3,2,19900,14750,21000,15500,19400,14100,semi,force-buy,119493,1,Team B,2,0,615da7d45a1425e8
3,17740,21719,19020,23692,25581,31834,25901,32225,Team A,Team B,2,1,3,2,7500,18750,20300,21900,3950,9100,semi,full,125420,8,Team A,3,0,615da7d45a1425e8
4,29069,36420,30349,38360,35811,45034,36131,45428,Team A,Team B,2,2,3,2,21900,16950,26000,18350,13400,16750,full,force-buy,106809,9,Team B,2,0,615da7d45a1425e8
5,36131,45428,37411,47210,44228,55393,44548,55796,Team A,Team B,3,2,3,2,16400,17950,2400,24300,2000,15650,eco,full,123560,8,Team A,3,0,615da7d45a1425e8
6,47137,59239,48417,61133,53900,67909,54220,68319,Team A,Team B,4,2,3,2,32150,9900,28600,10500,19300,9700,full,force-buy,107503,8,Team A,3,0,615da7d45a1425e8
7,54220,68319,55500,70049,60021,75571,60341,75965,Team A,Team B,5,2,3,2,30600,10000,26150,1000,7650,0,full,eco,89920,8,Team A,3,0,615da7d45a1425e8
8,60341,75965,61621,77880,68981,86848,69301,87234,Team A,Team B,6,2,3,2,41300,22300,30250,23700,11450,22100,full,full,134943,12,Team A,3,0,615da7d45a1425e8
9,69301,87234,70581,89067,78423,98393,78743,98777,Team A,Team B,7,2,3,2,47100,12400,30650,16600,15300,11700,full,force-buy,138365,7,Team A,3,0,615da7d45a1425e8
10,78743,98777,80023,100804,86549,109017,86869,109419,Team A,Team B,8,2,3,2,51100,22200,30950,22600,23600,21200,full,full,126970,8,Team A,3,0,615da7d45a1425e8
11,86869,109419,88149,111371,90879,114790,91199,115182,Team A,Team B,9,2,3,2,45050,18600,30850,11300,15000,11100,full,semi,66597,8,Team A,3,0,615da7d45a1425e8
12,91199,115182,92479,117145,101093,127535,101637,128190,Team A,Team B,9,3,3,2,47400,25400,31550,26000,19550,24800,full,full,153170,9,Team B,2,0,615da7d45a1425e8
13,101637,128190,116282,146642,120575,151699,120894,152086,Team A,Team B,10,3,2,3,4000,4000,4450,4200,3450,3400,pistol,pistol,291499,9,Team A,2,0,615da7d45a1425e8
14,120894,152086,122174,153957,126091,158770,126411,159188,Team A,Team B,11,3,2,3,18600,11000,18950,1100,17300,300,semi,eco,82878,9,Team A,2,0,615da7d45a1425e8
15,126411,159188,127691,161079,137013,172539,137333,172921,Team A,Team B,12,3,2,3,19950,23000,20900,23950,7300,22650,full,full,165545,1,Team A,2,0,615da7d45a1425e8
16,139961,176712,141241,178535,148102,187004,148102,187004,Team A,Team B,13,3,2,3,30250,18450,23850,20400,19450,15200,full,force-buy,127615,9,Team A,2,0,615da7d45a1425e8
