number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1266,1720,5301,6431,5621,6814,Team A,Team B,1,0,3,2,4000,4000,4350,4300,3450,3500,pistol,pistol,81579,7,Team A,3,0,4df19d8300502981
2,5621,6814,6901,8721,14970,18341,15290,18727,Team A,Team B,1,1,3,2,19550,14200,21000,14300,19300,13750,semi,force-buy,146246,1,Team B,2,0,4df19d8300502981
3,17430,21624,18710,23340,25299,31159,25619,31527,Team A,Team B,1,2,3,2,8150,19150,14350,20550,7000,11800,force-buy,full,120973,1,Team B,2,0,4df19d8300502981
4,25619,31527,26899,33388,31942,39338,32262,39738,Team A,Team B,1,3,3,2,10650,26050,5300,22600,700,4600,semi,full,99100,9,Team B,2,0,4df19d8300502981
5,32262,39738,33542,41599,42036,51682,42356,52061,Team A,Team B,2,3,3,2,22250,39800,22950,27000,21950,12800,full,full,151537,7,Team A,3,0,4df19d8300502981
6,42356,52061,43636,53873,49112,60511,49432,60894,Team A,Team B,2,4,3,2,19600,38100,24850,26950,18250,26250,full,full,107207,9,Team B,2,0,4df19d8300502981
7,49432,60894,50712,62728,58558,72053,58878,72423,Team A,Team B,2,5,3,2,12650,29500,10900,27550,11000,20600,force-buy,full,141577,1,Team B,2,0,4df19d8300502981
8,58878,72423,60158,74208,65814,80972,66134,81370,Team A,Team B,2,6,3,2,14250,27600,10250,27250,3950,9100,semi,full,108464,1,Team B,2,0,4df19d8300502981
9,66134,81370,67414,83258,76423,94025,76743,94406,Team A,Team B,2,7,3,2,25100,37500,27800,27450,22600,9800,full,full,160558,1,Team B,2,0,4df19d8300502981
10,76743,94406,78023,96257,81278,100248,81598,100653,Team A,Team B,3,7,3,2,20200,46300,24450,27350,18600,16900,full,full,74119,8,Team A,3,0,4df19d8300502981
11,81598,100653,82878,102552,89452,110396,89772,110776,Team A,Team B,4,7,3,2,19450,37000,30000,27350,14100,26550,full,full,123612,8,Team A,3,0,4df19d8300502981
12,89772,110776,91052,112644,97368,120179,97912,120832,Team A,Team B,5,7,3,2,23100,19950,31050,20400,10400,19600,full,full,119299,8,Team A,3,0,4df19d8300502981
13,97912,120832,112959,139422,117726,144962,118046,145341,Team A,Team B,5,8,2,3,4000,4000,4200,4550,3400,3550,pistol,pistol,306145,7,Team B,3,0,4df19d8300502981
14,118046,145341,119326,147243,126686,155927,127006,156302,Team A,Team B,5,9,2,3,14000,19750,13400,21850,13200,19400,force-buy,semi,134308,12,Team B,3,0,4df19d8300502981
15,127006,156302,128286,158156,134681,165758,135001,166155,Team A,Team B,5,10,2,3,8300,17500,8250,23450,1900,10300,semi,full,119971,8,Team B,3,0,4df19d8300502981
16,135001,166155,136281,168051,142010,174938,142330,175324,Team A,Team B,5,11,2,3,21500,25550,21500,26050,21200,13900,full,full,111432,8,Team B,3,0,4df19d8300502981
17,144460,178160,145740,179915,152589,188066,152909,188455,Team A,Team B,5,12,2,3,18200,29400,18950,30950,17950,18900,force-buy,full,125680,8,Team B,3,0,4df19d8300502981
18,152909,188455,154189,190400,161693,199409,161693,199409,Team A,Team B,5,13,2,3,21400,31150,18350,31050,17350,15100,force-buy,full,138977,7,Team B,3,0,4df19d8300502981
