number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1263,1725,7167,8576,7487,8971,Team A,Team B,0,1,3,2,4000,4000,4650,4350,3450,3350,pistol,pistol,107055,9,Team B,2,0,118dfcc021267f70
2,7487,8971,8767,10796,16958,20621,17278,21006,Team A,Team B,0,2,3,2,11250,18700,10550,18950,10350,17650,force-buy,semi,145445,1,Team B,2,0,118dfcc021267f70
3,17278,21006,18558,22712,23637,28804,23957,29183,Team A,Team B,1,2,3,2,14400,20050,13200,19850,4650,18850,semi,semi,97355,8,Team A,3,0,118dfcc021267f70
4,23957,29183,25237,30944,28577,35222,28897,35638,Team A,Team B,2,2,3,2,27500,9400,27300,8800,23500,7950,full,force-buy,75394,8,Team A,3,0,118dfcc021267f70
5,28897,35638,30177,37389,33774,41683,34094,42102,Team A,Team B,3,2,3,2,21650,10950,27800,1100,5550,300,full,eco,75469,8,Team A,3,0,118dfcc021267f70
6,34094,42102,35374,43960,42076,52046,42396,52442,Team A,Team B,4,2,3,2,33950,22650,28200,22650,3900,21350,full,full,124146,8,Team A,3,0,118dfcc021267f70
7,42396,52442,43676,54192,48168,59905,48488,60290,Team A,Team B,5,2,3,2,48100,16400,30250,7300,14600,7100,full,semi,93172,7,Team A,3,0,118dfcc021267f70
8,48488,60290,49768,62203,57128,71042,57448,71456,Team A,Team B,6,2,3,2,52800,30200,31050,27350,13600,26850,full,full,134234,12,Team A,3,0,118dfcc021267f70
9,59885,74485,61165,76260,67538,84117,67858,84508,Team A,Team B,7,2,3,2,56650,17350,30350,21100,15450,16100,full,full,120251,8,Team A,3,0,118dfcc021267f70
10,67858,84508,69138,86267,72774,90728,73094,91127,Team A,Team B,8,2,3,2,56550,18550,30850,10800,10100,9950,full,semi,77654,8,Team A,3,0,118dfcc021267f70
11,73094,91127,74374,92983,77547,96845,77867,97273,Team A,Team B,9,2,3,2,62750,26800,30450,26550,24250,25550,full,full,71387,8,Team A,3,0,118dfcc021267f70
12,77867,97273,79147,99027,81768,102386,82312,103052,Team A,Team B,10,2,3,2,54800,18250,30950,18700,4500,17700,full,force-buy,63833,8,Team A,3,0,118dfcc021267f70
13,82312,103052,96861,122000,102916,128987,103236,129389,Team A,Team B,10,3,2,3,4000,4000,4800,5050,3400,3350,pistol,pistol,323788,8,Team B,3,0,118dfcc021267f70
14,103236,129389,104516,131208,110510,138344,110830,138762,Team A,Team B,10,4,2,3,11000,18400,3650,18800,3450,17400,eco,semi,111799,8,Team B,3,0,118dfcc021267f70
15,110830,138762,112110,140453,118215,147918,118535,148331,Team A,Team B,11,4,2,3,19850,19650,9600,24350,9600,10400,semi,full,114309,1,Team A,2,0,118dfcc021267f70
16,118535,148331,119815,150151,125938,157661,126258,158044,Team A,Team B,12,4,2,3,28950,17150,26300,21300,16800,13500,full,semi,116481,1,Team A,2,0,118dfcc021267f70
17,128529,161278,129809,163179,138665,173851,138665,173851,Team A,Team B,13,4,2,3,38950,16350,28150,24300,9350,10600,full,full,156969,9,Team A,2,0,118dfcc021267f70
