name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
cadiaN,76561198004115516,31,Team A,10,4,16,4,40,0.625000,70.833328,55.083332,0.416667,0.666667,5.916667,1,-1,0,0,0,1,1,0,1322,247,142,5,9,5,6,4,2,4,2,1,1,3,5,3,5,3,2,4,1,3,0,3,7,0,1,0,0,0.776275,0.693249,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,0,0,99a415d433476e78
Lucaozy,76561198157388473,53,Team B,20,4,15,9,45,1.333333,75.000000,78.708336,0.833333,0.625000,5.125000,4,-1,0,0,0,1,1,0,1889,353,123,6,10,6,7,5,2,4,2,1,1,4,6,4,6,4,1,4,4,3,0,0,6,4,2,0,0,1.264636,1.244634,CSGO-Qwqhs-DBO4m-hxD3A-8itni-6KchQ,4,0,99a415d433476e78
insani,76561198061423730,56,Team B,22,2,16,11,50,1.375000,83.333328,92.750000,0.916667,0.666667,3.708333,4,-1,0,0,0,1,1,0,2226,338,89,6,10,6,7,5,1,3,1,0,0,5,7,5,7,5,6,2,5,5,0,1,10,3,2,0,0,1.411925,1.256013,CSGO-57yZh-xpkao-fUbOx-fO6L4-9DmDA,4,0,99a415d433476e78
drop,76561198388056582,38,Team B,11,11,18,6,54,0.611111,87.500000,62.250000,0.458333,0.750000,2.916667,1,-1,0,0,0,2,1,0,1494,295,70,4,8,4,5,3,1,3,1,0,0,3,5,3,5,3,2,5,1,7,0,3,9,1,0,0,0,0.941538,0.611568,CSGO-xLKWR-n4mRL-LRHtd-3WTmE-z2urD,0,0,99a415d433476e78
Staehr,76561198005107817,51,Team A,20,5,17,6,30,1.176471,70.833328,85.333336,0.833333,0.708333,8.625000,3,-1,0,0,0,1,1,0,2048,350,207,8,12,8,9,7,2,4,2,1,1,6,8,6,8,6,3,0,6,3,0,0,10,5,0,0,0,1.215162,1.055633,CSGO-X3rjh-2SDus-m5Z4C-Swu3r-QQSFE,4,0,99a415d433476e78
stavn,76561198022365638,35,Team A,12,5,17,8,66,0.705882,79.166672,72.291664,0.500000,0.708333,5.041667,0,-1,0,0,0,2,0,0,1735,260,121,7,11,7,8,6,1,3,1,0,0,6,8,6,8,6,1,1,3,5,0,0,8,2,0,0,0,0.946150,0.704627,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,1,0,99a415d433476e78
saffee,76561197985565685,37,Team B,10,7,15,3,30,0.666667,83.333328,71.583336,0.416667,0.625000,5.208333,1,-1,0,0,0,2,0,0,1718,220,125,7,11,7,8,6,1,3,1,0,0,6,8,6,8,6,0,0,1,6,0,0,6,2,0,0,0,0.954982,0.703157,CSGO-57yZh-xpkao-fUbOx-fO6L4-9DmDA,3,0,99a415d433476e78
exit,76561198010496342,55,Team B,19,8,12,12,63,1.583333,75.000000,88.416664,0.791667,0.500000,8.791667,3,-1,0,0,0,3,0,0,2122,394,211,7,11,7,8,6,2,4,2,1,1,5,7,5,7,5,2,2,5,1,0,0,9,2,2,0,0,1.342905,1.263715,CSGO-57yZh-xpkao-fUbOx-fO6L4-9DmDA,1,0,99a415d433476e78
dev1ce,76561197987713664,56,Team A,15,12,16,1,6,0.937500,75.000000,63.583332,0.625000,0.666667,8.500000,5,-1,0,0,0,4,0,0,1526,191,204,7,11,7,8,6,1,3,1,0,0,6,8,6,8,6,3,3,4,1,0,0,7,4,0,0,0,1.047170,0.891480,CSGO-ESrR2-7VSTi-xG4oL-Ye5HB-bQc3K,2,0,99a415d433476e78
jabbi,76561198120557348,51,Team A,19,7,16,9,47,1.187500,75.000000,81.166664,0.791667,0.666667,6.291667,2,-1,0,0,0,1,0,0,1948,308,151,7,11,7,8,6,2,4,2,1,1,5,7,5,7,5,4,3,2,6,0,0,6,5,1,0,0,1.226738,1.127406,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,3,0,99a415d433476e78
