number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1265,1673,8517,10006,8837,10397,Team A,Team B,1,0,3,2,4000,4000,4000,4200,3400,3400,pistol,pistol,126481,7,Team A,3,0,42946d021e655086
2,8837,10397,10117,12391,14866,18086,15186,18483,Team A,Team B,2,0,3,2,19900,14300,21600,14200,19750,13200,semi,force-buy,97202,8,Team A,3,0,42946d021e655086
3,15186,18483,16466,20273,22421,27373,22741,27770,Team A,Team B,3,0,3,2,18800,13700,24850,3500,12300,3500,full,eco,112385,8,Team A,3,0,42946d021e655086
4,22741,27770,24021,29592,31381,38457,31701,38842,Team A,Team B,4,0,3,2,24550,25000,28900,26050,12250,24650,full,full,135102,12,Team A,3,0,42946d021e655086
5,31701,38842,32981,40642,41006,50113,41326,50509,Team A,Team B,5,0,3,2,29050,11550,30050,19900,23300,9950,full,force-buy,142485,7,Team A,3,0,42946d021e655086
6,41326,50509,44907,55207,50001,61397,50321,61780,Team A,Team B,5,1,3,2,25050,22600,29850,22500,18400,21100,full,full,137643,1,Team B,2,0,42946d021e655086
7,52605,64842,53885,66610,56264,69586,56584,69971,Team A,Team B,6,1,3,2,14050,20200,24600,25000,12850,12800,full,full,59972,8,Team A,3,0,42946d021e655086
8,59427,73671,60707,75456,66571,82437,66891,82825,Team A,Team B,7,1,3,2,18750,22800,29100,23150,16550,22050,full,full,110818,8,Team A,3,0,42946d021e655086
9,66891,82825,68171,84583,73835,91452,74155,91843,Team A,Team B,7,2,3,2,19750,18150,29550,13200,12900,13000,full,semi,109060,1,Team B,2,0,42946d021e655086
10,74155,91843,75435,93732,81145,100629,81465,101024,Team A,Team B,8,2,3,2,15150,24150,16150,24200,15050,23200,force-buy,full,111070,8,Team A,3,0,42946d021e655086
11,81465,101024,82745,102864,90105,111589,90425,111982,Team A,Team B,9,2,3,2,18550,16050,26600,8600,14000,8900,full,semi,133560,12,Team A,3,0,42946d021e655086
12,93109,115611,94389,117425,99469,123571,100013,124227,Team A,Team B,10,2,3,2,21900,21950,27900,25300,19850,20550,full,full,100628,8,Team A,3,0,42946d021e655086
13,100013,124227,-1,-1,0,0,0,0,Team A,Team B,10,3,2,3,4000,4000,1000,1000,0,0,pistol,pistol,-1570452,0,,0,0,42946d021e655086
