number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,560,693,14225,16814,18310,21509,18758,22195,Natus Vincere,Astralis,0,1,3,2,4000,4000,4200,4550,3400,3450,pistol,pistol,265743,9,Astralis,2,0,396cb5177b9dae02
2,18758,22195,20038,23976,24296,29041,24744,29721,Natus Vincere,Astralis,0,2,3,2,11300,18300,11450,18700,10850,17300,force-buy,semi,87398,9,Astralis,2,0,396cb5177b9dae02
3,24744,29721,26024,31584,29458,35653,29906,36316,Natus Vincere,Astralis,0,3,3,2,13650,19650,2300,23150,1900,11250,eco,full,75729,9,Astralis,2,0,396cb5177b9dae02
4,29906,36316,31186,38079,38744,47015,39192,47728,Natus Vincere,Astralis,0,4,3,2,26250,26750,26700,23850,25700,3100,full,full,136586,1,Astralis,2,0,396cb5177b9dae02
5,39192,47728,40472,49525,48548,58942,48996,59634,Natus Vincere,Astralis,0,5,3,2,18050,42950,9150,25600,8450,17000,semi,full,143161,9,Astralis,2,0,396cb5177b9dae02
6,48996,59634,50276,61407,56384,68778,56832,69415,Natus Vincere,Astralis,1,5,3,2,27800,44000,28400,27350,26900,21650,full,full,116735,8,Natus Vincere,3,0,396cb5177b9dae02
7,56832,69415,58112,71209,65383,79759,65831,80407,Natus Vincere,Astralis,2,5,3,2,18450,29650,28650,26750,9200,25350,full,full,132054,7,Natus Vincere,3,0,396cb5177b9dae02
8,65831,80407,67111,82191,74471,90875,74919,91476,Natus Vincere,Astralis,3,5,3,2,28150,18100,29750,18600,22600,17800,full,force-buy,133637,12,Natus Vincere,3,0,396cb5177b9dae02
9,77396,94422,78676,96103,86038,104676,86486,105349,Natus Vincere,Astralis,3,6,3,2,23000,10500,29850,7050,13400,3150,full,semi,130905,1,Astralis,2,0,396cb5177b9dae02
10,89314,109016,90594,110789,97214,118617,97662,119286,Natus Vincere,Astralis,4,6,3,2,19700,26150,22500,26400,17700,13450,full,full,122569,7,Natus Vincere,3,0,396cb5177b9dae02
11,97662,119286,98942,121043,101505,124187,101953,124855,Natus Vincere,Astralis,4,7,3,2,21600,26100,29100,23050,15050,22350,full,full,62567,9,Astralis,2,0,396cb5177b9dae02
12,101953,124855,103233,126655,111155,135843,112115,137033,Natus Vincere,Astralis,5,7,3,2,14250,22100,14600,26400,13800,15350,force-buy,full,140276,7,Natus Vincere,3,0,396cb5177b9dae02
13,112115,137033,124900,152378,129337,157452,129785,158043,Natus Vincere,Astralis,5,8,2,3,4000,4000,4750,4600,3450,3400,pistol,pistol,260675,8,Astralis,3,0,396cb5177b9dae02
14,129785,158043,131065,159743,133539,162649,133987,163303,Natus Vincere,Astralis,5,9,2,3,10650,18350,1600,20600,1000,18050,eco,semi,58801,8,Astralis,3,0,396cb5177b9dae02
15,133987,163303,139488,170563,148708,181296,149156,181958,Natus Vincere,Astralis,5,10,2,3,21650,18350,22300,20600,21300,1700,full,semi,229704,7,Astralis,3,0,396cb5177b9dae02
16,149156,181958,150436,183739,154492,188753,154940,189428,Natus Vincere,Astralis,5,11,2,3,19350,36250,10300,27300,10100,22300,semi,full,86747,7,Astralis,3,0,396cb5177b9dae02
17,157140,192327,158420,194182,163129,199888,163577,200616,Natus Vincere,Astralis,5,12,2,3,29850,33250,25400,27900,24400,8900,full,full,96526,7,Astralis,3,0,396cb5177b9dae02
18,163577,200616,164857,202390,170659,209328,171107,209990,Natus Vincere,Astralis,6,12,2,3,26650,43650,25000,29550,24000,18850,full,full,111220,9,Natus Vincere,2,0,396cb5177b9dae02
19,171107,209990,172387,211720,181648,222618,181648,222618,Natus Vincere,Astralis,6,13,2,3,31400,23850,25400,28550,8300,27550,full,full,161213,7,Astralis,3,0,396cb5177b9dae02
