number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,5346,6486,9282,11678,14453,17674,14901,18346,Liquid,G2 Esports,0,1,3,2,3200,4000,4200,4350,3400,3350,pistol,pistol,140863,9,G2 Esports,2,0,387c0cf5e98d763b
2,14901,18346,16181,20200,25181,30840,25629,31527,Liquid,G2 Esports,0,2,3,2,11000,18700,10100,19700,9700,18400,force-buy,semi,157306,1,G2 Esports,2,0,387c0cf5e98d763b
3,25629,31527,26909,33321,33762,41411,34210,42127,Liquid,G2 Esports,0,3,3,2,13600,19000,9850,22550,1700,8900,semi,full,124444,1,G2 Esports,2,0,387c0cf5e98d763b
4,34210,42127,35490,43973,41882,51764,42330,52446,Liquid,G2 Esports,1,3,3,2,28000,29100,27600,25200,23200,17750,full,full,121335,8,Liquid,3,0,387c0cf5e98d763b
5,44819,55788,46099,57456,52939,65648,53387,66276,Liquid,G2 Esports,1,4,3,2,22350,18950,29050,19600,14750,18800,full,force-buy,124142,9,G2 Esports,2,0,387c0cf5e98d763b
6,53387,66276,54667,68032,62158,77144,62606,77721,Liquid,G2 Esports,1,5,3,2,20300,18200,20850,25250,19850,14600,full,full,136834,1,G2 Esports,2,0,387c0cf5e98d763b
7,64973,80727,66253,82532,71073,88313,71521,88964,Liquid,G2 Esports,2,5,3,2,14950,21700,16150,27050,3250,4000,semi,full,95511,8,Liquid,3,0,387c0cf5e98d763b
8,71521,88964,72801,90680,80161,99295,80609,99893,Liquid,G2 Esports,3,5,3,2,29750,25300,28600,24900,16400,23500,full,full,130072,12,Liquid,3,0,387c0cf5e98d763b
9,83659,103909,84939,105719,87091,108396,87539,109047,Liquid,G2 Esports,4,5,3,2,30400,10000,30050,8950,14400,2950,full,semi,56493,8,Liquid,3,0,387c0cf5e98d763b
10,87539,109047,88819,110824,95333,118652,95781,119316,Liquid,G2 Esports,5,5,3,2,33750,19350,30550,20250,8200,18850,full,full,120932,7,Liquid,3,0,387c0cf5e98d763b
11,95781,119316,97061,121091,102255,127382,102703,128049,Liquid,G2 Esports,5,6,3,2,44450,19500,30250,19450,24850,18450,full,force-buy,101555,1,G2 Esports,2,0,387c0cf5e98d763b
12,102703,128049,103983,129856,110994,138284,111954,139492,Liquid,G2 Esports,6,6,3,2,26700,19750,31650,28050,21350,13900,full,full,128864,8,Liquid,3,0,387c0cf5e98d763b
13,111954,139492,125424,155937,130017,161308,130465,161936,Liquid,G2 Esports,6,7,2,3,4000,4000,5200,4400,3400,3400,pistol,pistol,274675,7,G2 Esports,3,0,387c0cf5e98d763b
14,130465,161936,131745,163664,138286,171416,138734,172109,Liquid,G2 Esports,6,8,2,3,14300,19900,5050,20650,3850,19450,semi,semi,119358,8,G2 Esports,3,0,387c0cf5e98d763b
15,138734,172109,140014,173790,148809,184158,149257,184843,Liquid,G2 Esports,6,9,2,3,22450,18800,23500,23850,21900,7300,full,full,151703,7,G2 Esports,3,0,387c0cf5e98d763b
16,149257,184843,150537,186575,154611,191623,155059,192330,Liquid,G2 Esports,6,10,2,3,19250,30800,10600,30450,10600,21550,semi,full,85363,8,G2 Esports,3,0,387c0cf5e98d763b
17,155059,192330,156339,194045,159485,197962,159933,198545,Liquid,G2 Esports,6,11,2,3,25650,27000,25300,31250,24300,4900,full,full,70909,8,G2 Esports,3,0,387c0cf5e98d763b
18,161971,201144,163251,202863,172107,213389,172555,214060,Liquid,G2 Esports,6,12,2,3,18950,39850,12100,30550,11300,15350,semi,full,154171,7,G2 Esports,3,0,387c0cf5e98d763b
19,174475,216631,175755,218400,180320,224099,180320,224099,Liquid,G2 Esports,6,13,2,3,19800,37900,27750,30700,26950,23050,full,full,94026,8,G2 Esports,3,0,387c0cf5e98d763b
