number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,543,702,6363,7941,12448,14981,12896,15676,Natus Vincere,FaZe Clan,0,1,3,2,4000,4000,4200,4250,3400,3450,pistol,pistol,179229,1,FaZe Clan,2,0,abd480a89674e421
2,12896,15676,14176,17590,23643,28771,24091,29408,Natus Vincere,FaZe Clan,0,2,3,2,11000,19550,11950,20150,10800,18450,force-buy,full,164368,1,FaZe Clan,2,0,abd480a89674e421
3,24091,29408,25371,31239,29749,36411,30197,37195,Natus Vincere,FaZe Clan,1,2,3,2,12500,20700,8050,22050,600,9300,semi,full,87901,8,Natus Vincere,3,0,abd480a89674e421
4,30197,37195,31477,39175,38837,47882,39285,48657,Natus Vincere,FaZe Clan,2,2,3,2,29650,18400,25350,19400,11200,17900,full,force-buy,134142,12,Natus Vincere,3,0,abd480a89674e421
5,39285,48657,40565,50508,47343,58614,47791,59467,Natus Vincere,FaZe Clan,3,2,3,2,35900,8400,28600,5200,9500,300,full,semi,124980,8,Natus Vincere,3,0,abd480a89674e421
6,47791,59467,49071,61291,58805,72901,59253,73724,Natus Vincere,FaZe Clan,3,3,3,2,44150,20400,28300,20800,10400,20000,full,full,168623,1,FaZe Clan,2,0,abd480a89674e421
7,62178,77611,63458,79382,70056,87252,70504,87998,Natus Vincere,FaZe Clan,4,3,3,2,41350,19400,29650,25700,23650,12900,full,full,121013,7,Natus Vincere,3,0,abd480a89674e421
8,70504,87998,71784,89816,78962,98266,79410,98973,Natus Vincere,FaZe Clan,4,4,3,2,37000,20200,29300,8950,17600,8950,full,semi,128883,9,FaZe Clan,2,0,abd480a89674e421
9,79410,98973,80690,100852,88050,109641,88498,110233,Natus Vincere,FaZe Clan,5,4,3,2,27300,29300,24950,28050,25250,18800,full,full,133904,12,Natus Vincere,3,0,abd480a89674e421
10,90836,113288,92116,115285,95721,119751,96169,120463,Natus Vincere,FaZe Clan,6,4,3,2,19300,16700,28550,10900,13600,3550,full,semi,81123,8,Natus Vincere,3,0,abd480a89674e421
11,96169,120463,97449,122238,104442,130749,104890,131420,Natus Vincere,FaZe Clan,7,4,3,2,23450,22750,30100,23300,9850,22300,full,full,129109,8,Natus Vincere,3,0,abd480a89674e421
12,104890,131420,106170,133277,107643,135177,108603,136362,Natus Vincere,FaZe Clan,8,4,3,2,30750,13050,31850,12800,16500,12400,full,force-buy,47157,8,Natus Vincere,3,0,abd480a89674e421
13,108603,136362,120945,151663,128075,159862,128523,160503,Natus Vincere,FaZe Clan,9,4,2,3,4000,4000,4100,4200,2700,3400,pistol,pistol,294971,9,Natus Vincere,2,0,abd480a89674e421
14,128523,160503,129803,162364,137705,171616,138153,172253,Natus Vincere,FaZe Clan,9,5,2,3,18700,10400,19650,10450,17900,9650,semi,force-buy,139490,7,FaZe Clan,3,0,abd480a89674e421
15,138153,172253,139433,174126,147970,184204,148418,184868,Natus Vincere,FaZe Clan,9,6,2,3,12000,21550,12250,25300,11850,19150,force-buy,full,150008,7,FaZe Clan,3,0,abd480a89674e421
16,148418,184868,149698,186626,152880,190480,153328,191241,Natus Vincere,FaZe Clan,10,6,2,3,14750,21700,5900,24400,5500,18900,semi,full,70441,9,Natus Vincere,2,0,abd480a89674e421
17,156262,195015,157542,196891,166498,207565,166946,208303,Natus Vincere,FaZe Clan,11,6,2,3,27300,9800,23850,9900,11600,9500,full,force-buy,157527,1,Natus Vincere,2,0,abd480a89674e421
18,166946,208303,168226,210117,173502,216341,173950,216999,Natus Vincere,FaZe Clan,12,6,2,3,34700,10100,26300,3600,9000,500,full,eco,100892,1,Natus Vincere,2,0,abd480a89674e421
19,173950,216999,175230,218993,183338,228552,183338,228552,Natus Vincere,FaZe Clan,13,6,2,3,52200,17250,29150,24850,10550,20350,full,full,145012,9,Natus Vincere,2,0,abd480a89674e421
