number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,573,795,12517,15863,16508,20656,16956,21295,Spirit,Astralis,1,0,3,2,4000,4000,4600,4500,3300,3500,pistol,pistol,248270,7,Spirit,3,0,d6a5da1b4e77c240
2,16956,21295,18236,23081,22028,27725,22476,28414,Spirit,Astralis,2,0,3,2,20000,13600,21750,13150,19450,12750,semi,force-buy,80377,8,Spirit,3,0,d6a5da1b4e77c240
3,22476,28414,23756,30198,28892,36278,29340,36942,Spirit,Astralis,3,0,3,2,18600,13750,26100,3200,12900,3000,full,eco,98303,8,Spirit,3,0,d6a5da1b4e77c240
4,29340,36942,30620,38786,37980,47691,38428,48368,Spirit,Astralis,4,0,3,2,23450,25550,30550,26750,11850,25150,full,full,134366,12,Spirit,3,0,d6a5da1b4e77c240
5,38428,48368,39708,50298,47176,59223,47624,59882,Spirit,Astralis,4,1,3,2,28650,14700,29850,21000,18800,14050,full,full,135691,1,Astralis,2,0,d6a5da1b4e77c240
6,49544,62444,50824,64375,57873,72801,58321,73459,Spirit,Astralis,5,1,3,2,17350,19450,22500,26050,14550,15400,full,full,129466,7,Spirit,3,0,d6a5da1b4e77c240
7,58321,73459,59601,75372,64577,81413,65025,82080,Spirit,Astralis,5,2,3,2,21900,22450,29050,22350,14700,21650,full,full,99428,9,Astralis,2,0,d6a5da1b4e77c240
8,65025,82080,66305,83860,72419,91086,72867,91710,Spirit,Astralis,6,2,3,2,14700,18850,14500,25400,14100,14750,force-buy,full,112578,8,Spirit,3,0,d6a5da1b4e77c240
9,74939,94374,76219,96188,80251,100964,80699,101613,Spirit,Astralis,7,2,3,2,18450,16700,27900,8900,13700,7900,full,semi,82377,8,Spirit,3,0,d6a5da1b4e77c240
10,83895,105759,85175,107684,92194,116284,92642,116932,Spirit,Astralis,7,3,3,2,22300,23300,29300,23150,5200,22150,full,full,131566,1,Astralis,2,0,d6a5da1b4e77c240
11,92642,116932,93922,118866,103464,130320,103912,130958,Spirit,Astralis,7,4,3,2,24400,19850,29500,27250,17800,8650,full,full,167355,1,Astralis,2,0,d6a5da1b4e77c240
12,103912,130958,105192,132883,112083,141302,113043,142471,Spirit,Astralis,7,5,3,2,16800,30000,23150,31400,16450,26350,full,full,129303,9,Astralis,2,0,d6a5da1b4e77c240
13,113043,142471,126102,158896,131855,165525,132303,166170,Spirit,Astralis,8,5,2,3,4000,4000,4350,4200,3550,3400,pistol,pistol,288183,9,Spirit,2,0,d6a5da1b4e77c240
14,132303,166170,133583,168028,141154,177135,141602,177750,Spirit,Astralis,9,5,2,3,18500,11000,17500,10850,16500,10650,semi,force-buy,137066,1,Spirit,2,0,d6a5da1b4e77c240
15,141602,177750,142882,179536,148656,186329,149104,187021,Spirit,Astralis,10,5,2,3,21000,12650,19200,3750,6350,1600,semi,eco,107240,9,Spirit,2,0,d6a5da1b4e77c240
16,149104,187021,150384,188936,159590,199967,160038,200579,Spirit,Astralis,11,5,2,3,33600,25850,24700,25600,12250,24600,full,full,161829,1,Spirit,2,0,d6a5da1b4e77c240
17,162551,203742,163831,205560,172102,215633,172550,216236,Spirit,Astralis,12,5,2,3,39850,18850,27950,25650,12800,16550,full,full,148642,9,Spirit,2,0,d6a5da1b4e77c240
18,172550,216236,173830,218019,180580,226081,180580,226081,Spirit,Astralis,13,5,2,3,46600,18050,28450,20850,16050,19550,full,force-buy,123066,9,Spirit,2,0,d6a5da1b4e77c240
