number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,3585,4156,14869,18127,21877,26114,22325,26769,G2 Esports,Liquid,1,0,3,2,4000,4000,4150,4200,3350,3400,eco,eco,281019,8,G2 Esports,3,0,96c7ccb4b0853c0
2,22325,26769,23605,28507,25933,31253,26381,31918,G2 Esports,Liquid,2,0,3,2,18400,10400,20250,1650,17450,850,semi,eco,57386,8,G2 Esports,3,0,96c7ccb4b0853c0
3,26381,31918,27661,33650,37282,44906,37730,45536,G2 Esports,Liquid,2,1,3,2,19000,21550,24050,22400,4400,21400,full,full,166221,1,Liquid,2,0,96c7ccb4b0853c0
4,37730,45536,39010,47327,46903,56600,47351,57227,G2 Esports,Liquid,3,1,3,2,23100,19150,26500,23800,20700,15700,full,full,141597,7,G2 Esports,3,0,96c7ccb4b0853c0
5,47351,57227,48631,58977,54812,66380,55260,67024,G2 Esports,Liquid,4,1,3,2,21300,17450,26350,7850,19200,7850,full,semi,117140,8,G2 Esports,3,0,96c7ccb4b0853c0
6,55260,67024,56540,68746,64146,77886,64594,78501,G2 Esports,Liquid,4,2,3,2,20250,21900,28800,22350,9900,21350,full,full,139012,9,Liquid,2,0,96c7ccb4b0853c0
7,67346,82045,68626,83771,76848,93499,77296,94081,G2 Esports,Liquid,4,3,3,2,18650,18600,19700,23800,18200,16850,force-buy,full,146589,1,Liquid,2,0,96c7ccb4b0853c0
8,77296,94081,78576,95686,83873,101884,84321,102480,G2 Esports,Liquid,4,4,3,2,9950,20950,4850,26550,300,5800,eco,full,99863,1,Liquid,2,0,96c7ccb4b0853c0
9,87070,106071,88350,107847,94780,115702,95228,116299,G2 Esports,Liquid,5,4,3,2,22250,33850,26000,27650,18800,11900,full,full,123258,8,G2 Esports,3,0,96c7ccb4b0853c0
10,95228,116299,96508,118104,103155,126132,103603,126770,G2 Esports,Liquid,5,5,3,2,21200,29550,27250,26850,14350,26350,full,full,125843,9,Liquid,2,0,96c7ccb4b0853c0
11,103603,126770,104883,128449,110132,134645,110580,135322,G2 Esports,Liquid,5,6,3,2,16950,21250,5250,27450,4950,13600,semi,full,100784,9,Liquid,2,0,96c7ccb4b0853c0
12,110580,135322,111860,137067,118718,145226,119678,146410,G2 Esports,Liquid,6,6,3,2,25350,25500,25800,27950,24800,8200,full,full,126752,8,G2 Esports,3,0,96c7ccb4b0853c0
13,119678,146410,132616,162264,136986,167269,137434,167920,G2 Esports,Liquid,7,6,2,3,4000,4000,4350,4200,3500,3400,pistol,pistol,266954,9,G2 Esports,2,0,96c7ccb4b0853c0
14,137434,167920,138714,169665,143927,175728,144375,176398,G2 Esports,Liquid,8,6,2,3,18550,11300,18950,1600,17850,400,semi,eco,99927,1,G2 Esports,2,0,96c7ccb4b0853c0
15,144375,176398,145655,178133,152604,186233,153052,186861,G2 Esports,Liquid,9,6,2,3,19700,23500,23800,23550,12100,21300,full,full,125868,1,G2 Esports,2,0,96c7ccb4b0853c0
16,153052,186861,154332,188561,159455,194638,159903,195266,G2 Esports,Liquid,10,6,2,3,26300,17600,27250,26850,15150,17050,full,full,99530,9,G2 Esports,2,0,96c7ccb4b0853c0
17,159903,195266,161183,197015,167004,203905,167452,204504,G2 Esports,Liquid,11,6,2,3,28800,18350,27150,7750,20200,7550,full,semi,110562,9,G2 Esports,2,0,96c7ccb4b0853c0
18,169588,207219,170868,209010,179212,218860,179660,219508,G2 Esports,Liquid,12,6,2,3,26650,29000,27750,28850,12500,27850,full,full,148982,1,G2 Esports,2,0,96c7ccb4b0853c0
19,179660,219508,180940,221288,185718,226994,185718,226994,G2 Esports,Liquid,13,6,2,3,33100,18900,27350,24650,17000,17850,full,full,95806,9,G2 Esports,2,0,96c7ccb4b0853c0
