frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
22629,18368,1,4,3,0,76561198098463229,regali,0,0,16e083366aa1469d
27902,22297,2,4,3,0,76561198061801241,dexter,0,0,16e083366aa1469d
39978,31982,3,4,3,0,76561198098463229,regali,1,0,16e083366aa1469d
49704,39977,4,3,2,0,76561197985565685,saffee,0,0,16e083366aa1469d
69791,56335,6,2,3,0,76561198072321716,Liazz,0,1,16e083366aa1469d
70288,56780,6,1,2,1,76561198061423730,insani,1,1,16e083366aa1469d
77964,62891,7,2,2,0,76561198010496342,exit,0,0,16e083366aa1469d
106572,86497,9,5,2,0,76561198157388473,Lucaozy,0,0,16e083366aa1469d
112782,91120,10,5,2,0,76561198157388473,Lucaozy,0,0,16e083366aa1469d
126027,102091,11,2,2,0,76561198157388473,Lucaozy,0,0,16e083366aa1469d
137419,111199,12,5,2,0,76561197985565685,saffee,0,1,16e083366aa1469d
159482,128988,13,4,3,0,76561198388056582,drop,0,0,16e083366aa1469d
168227,136017,14,3,3,0,76561198061423730,insani,0,1,16e083366aa1469d
174697,141097,15,4,3,0,76561198010496342,exit,0,0,16e083366aa1469d
182149,146879,16,3,2,0,76561198061801241,dexter,0,0,16e083366aa1469d
187009,150372,17,4,2,0,76561197987212623,INS,0,0,16e083366aa1469d
193106,155234,18,5,2,0,76561198098463229,regali,0,1,16e083366aa1469d
212547,170836,20,3,2,0,76561197987212623,INS,0,0,16e083366aa1469d
224548,180580,21,2,2,1,76561198061801241,dexter,1,2,16e083366aa1469d
224554,180584,21,1,3,0,76561198010496342,exit,0,0,16e083366aa1469d
238820,191913,22,5,3,0,76561198388056582,drop,0,1,16e083366aa1469d
