frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
16442,14004,1,3,3,0,76561198016255205,Twistzz,1,1,f92d463756d8334e
26995,22894,2,2,2,1,76561198872013168,tN1R,1,0,f92d463756d8334e
39673,33633,3,2,3,0,76561198001151695,NAF-FLY,1,2,f92d463756d8334e
39780,33735,3,1,2,0,76561199137143905,yxngstxr,0,0,f92d463756d8334e
63190,53087,5,4,2,0,76561198872013168,tN1R,0,2,f92d463756d8334e
82907,69340,7,2,2,0,76561198309839541,SunPayus,0,1,f92d463756d8334e
84708,70965,7,1,3,1,76561198283989223,ultimate,1,1,f92d463756d8334e
92564,77496,8,4,2,0,76561198178209109,xfl0ud,0,2,f92d463756d8334e
100828,84238,9,4,3,0,76561198016255205,Twistzz,0,0,f92d463756d8334e
107608,89719,10,3,3,0,76561198283989223,ultimate,0,0,f92d463756d8334e
115500,96191,11,4,3,0,76561198053126645,NertZ,0,0,f92d463756d8334e
127069,105642,12,2,2,0,76561199137143905,yxngstxr,0,1,f92d463756d8334e
128390,106829,12,1,3,1,76561198016255205,Twistzz,1,1,f92d463756d8334e
151432,126263,13,3,3,0,76561199137143905,yxngstxr,0,0,f92d463756d8334e
157438,131180,14,4,3,0,76561199137143905,yxngstxr,0,0,f92d463756d8334e
163255,135794,15,5,2,0,76561197977105184,jks,0,0,f92d463756d8334e
170786,142047,16,3,3,0,76561198104626893,LNZ,0,0,f92d463756d8334e
192279,159961,18,4,2,0,76561198283989223,ultimate,0,0,f92d463756d8334e
198559,164999,19,5,2,0,76561198016255205,Twistzz,0,0,f92d463756d8334e
207975,172783,20,4,2,0,76561198283989223,ultimate,0,2,f92d463756d8334e
219141,181942,21,3,2,0,76561198016255205,Twistzz,0,1,f92d463756d8334e
