name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
Twistzz,76561198016255205,41,HEROIC,18,6,15,10,55,1.200000,87.500000,84.791664,0.750000,0.625000,1.958333,1,-1,0,0,0,1,0,0,2035,268,47,7,12,9,9,5,2,1,0,0,0,5,11,9,9,5,1,2,6,3,0,1,8,5,0,0,0,1.311627,1.054163,CSGO-Wo2tX-759AF-n2oJm-yDDkQ-F99zP,1,0,39ee7741554cb1d4
ultimate,76561198283989223,41,HEROIC,14,6,19,4,28,0.736842,83.333328,59.541668,0.583333,0.791667,1.708333,4,-1,0,0,0,2,0,0,1429,156,41,4,9,6,6,2,2,1,0,0,0,2,8,6,6,2,2,2,2,8,0,2,7,2,1,0,0,0.967537,0.778605,CSGO-5nhAv-ot5b7-MWQqG-wMKYj-jruCQ,4,0,39ee7741554cb1d4
jks,76561197977105184,24,HEROIC,9,6,15,5,55,0.600000,83.333328,49.291668,0.375000,0.625000,4.833333,0,-1,0,0,0,1,0,0,1183,219,116,5,10,7,7,3,3,2,1,1,1,2,8,6,6,2,1,6,2,5,0,2,7,1,0,0,0,0.843484,0.644175,CSGO-RrmXF-7Wpur-koAsF-ES4d8-QJJvM,2,0,39ee7741554cb1d4
xfl0ud,76561198178209109,41,Liquid,16,6,17,4,25,0.941176,83.333328,73.000000,0.666667,0.708333,7.083333,2,-1,0,0,0,1,1,0,1752,291,170,5,10,7,7,3,2,1,0,0,0,3,9,7,7,3,6,3,5,5,0,1,10,3,0,0,0,1.127041,0.868046,CSGO-Ednaq-X2pEz-rFWSG-VMuuq-x3JPJ,4,0,39ee7741554cb1d4
NertZ,76561198053126645,40,HEROIC,18,2,14,9,50,1.285714,66.666672,73.375000,0.750000,0.583333,2.500000,2,-1,0,0,0,0,0,0,1761,219,60,8,13,10,10,6,3,2,1,1,1,5,11,9,9,5,2,4,7,2,0,1,7,4,1,0,0,1.128610,1.136579,CSGO-SXdfq-P7QRH-eqNHV-qzbrR-TA7yD,3,0,39ee7741554cb1d4
LNZ,76561198104626893,52,Liquid,19,7,14,12,63,1.357143,83.333328,87.291664,0.791667,0.583333,2.708333,2,-1,0,0,0,1,1,0,2095,467,65,5,10,7,7,3,3,2,1,1,1,2,8,6,6,2,5,1,5,5,0,1,9,5,0,0,0,1.351579,1.123053,CSGO-BkLsj-3EeOH-QW5yu-vwvph-u6GSQ,0,0,39ee7741554cb1d4
tN1R,76561198872013168,47,Liquid,14,9,14,11,78,1.000000,79.166672,65.708336,0.583333,0.583333,1.750000,6,-1,0,0,0,4,0,0,1577,207,42,6,11,8,8,4,2,1,0,0,0,4,10,8,8,4,1,0,5,3,0,0,7,2,1,0,0,1.080328,0.948991,CSGO-oBeau-EwP7p-OmTWC-si2ph-tszQN,1,0,39ee7741554cb1d4
SunPayus,76561198309839541,38,Liquid,17,7,14,5,29,1.214286,83.333328,69.166664,0.708333,0.583333,2.041667,1,-1,0,0,0,0,0,0,1660,109,49,5,10,7,7,3,2,1,0,0,0,3,9,7,7,3,5,1,3,4,0,0,10,2,1,0,0,1.221551,1.053428,CSGO-qahFh-KZEFk-UxyQH-wViqJ-TpNkO,3,0,39ee7741554cb1d4
NAF-FLY,76561198001151695,43,HEROIC,15,4,18,12,80,0.833333,75.000000,80.791664,0.625000,0.750000,6.041667,3,-1,0,0,0,3,0,0,1939,384,145,3,8,5,5,1,2,1,0,0,0,1,7,5,5,1,1,3,4,5,0,2,7,4,0,0,0,1.024620,0.823325,CSGO-J29Jc-WDCwx-VdLUG-szY5O-33LsE,0,0,39ee7741554cb1d4
yxngstxr,76561199137143905,41,Liquid,15,4,15,10,66,1.000000,79.166672,63.958332,0.625000,0.625000,1.000000,2,-1,0,0,0,1,0,0,1535,322,24,4,9,6,6,2,2,1,0,0,0,2,8,6,6,2,0,2,2,5,0,1,8,0,1,1,0,1.067783,1.046403,CSGO-tEtj9-3684D-DHLPk-mNqCN-5tbJD,2,0,39ee7741554cb1d4
