number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,2832,4825,4112,7116,6716,11154,7260,11940,FaZe Clan,G2 Esports,1,0,3,2,21350,32450,25850,28050,21100,27650,pistol,pistol,66094,8,FaZe Clan,3,0,751f3a46428921f2
2,7260,11940,21347,32486,25579,38257,25899,38711,FaZe Clan,G2 Esports,1,1,2,3,4000,4000,4950,4500,3550,3400,pistol,pistol,274831,8,G2 Esports,3,0,751f3a46428921f2
3,25899,38711,27179,41130,30909,46745,31229,47227,FaZe Clan,G2 Esports,1,2,2,3,11150,18350,5150,18950,4150,17950,semi,semi,83899,8,G2 Esports,3,0,751f3a46428921f2
4,31229,47227,32509,49485,35850,54669,36170,55213,FaZe Clan,G2 Esports,1,3,2,3,19000,19050,8400,22300,8400,5500,semi,semi,77717,8,G2 Esports,3,0,751f3a46428921f2
5,36170,55213,37450,57722,45851,69593,46171,70082,FaZe Clan,G2 Esports,1,4,2,3,25400,31600,25100,24750,24100,8300,full,full,150171,7,G2 Esports,3,0,751f3a46428921f2
6,46171,70082,47451,72342,54811,82990,55131,83476,FaZe Clan,G2 Esports,1,5,2,3,22500,43200,23600,30350,22200,21250,full,full,134799,12,G2 Esports,3,0,751f3a46428921f2
7,57722,87164,59002,89288,66843,100163,67163,100591,FaZe Clan,G2 Esports,2,5,2,3,10500,38700,13400,30450,5600,6600,semi,full,135749,1,FaZe Clan,2,0,751f3a46428921f2
8,69594,104441,70874,106573,74975,112561,75295,113077,FaZe Clan,G2 Esports,2,6,2,3,23900,39500,27950,30000,14100,24200,full,full,84798,8,G2 Esports,3,0,751f3a46428921f2
9,77528,116697,78808,118971,86158,129791,86478,130245,FaZe Clan,G2 Esports,2,7,2,3,24600,32650,23600,30150,22800,8500,full,full,136742,7,G2 Esports,3,0,751f3a46428921f2
10,86478,130245,87758,132546,94408,141834,94728,142306,FaZe Clan,G2 Esports,3,7,2,3,23300,43450,23300,30400,22300,23350,full,full,121025,9,FaZe Clan,2,0,751f3a46428921f2
11,94728,142306,96008,144796,103329,155364,103649,155816,FaZe Clan,G2 Esports,3,8,2,3,19050,28000,26650,27350,16100,26350,full,full,136366,7,G2 Esports,3,0,751f3a46428921f2
12,103649,155816,104929,158242,112213,168552,112213,168552,FaZe Clan,G2 Esports,3,9,2,3,17500,13700,21950,25450,20950,19050,full,full,133003,7,G2 Esports,3,0,751f3a46428921f2
