checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
d283b059cd044a37,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\IEM Katowice 2025\natus-vincere-vs-spirit-m2-dust2.dem,natus-vincere-vs-spirit-m2-dust2,2025-02-08T17:25:13-03:00,esl,GOTV,,de_dust2,ESL Match Server #1,SourceTV Demo,286920,64.000000,80.335713,4483.000000,14065,10231,0,0,casual,0,191,73,191,4883,Team B,2,1,24,0
