checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
466fcbf188bb4eeb,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\IEM Katowice 2025\gamerlegion-vs-spirit-m1-anubis-p2.dem,gamerlegion-vs-spirit-m1-anubis-p2,2025-02-04T15:47:42-03:00,esl,GOTV,,de_anubis,ESL Match Server #1,SourceTV Demo,168832,64.000000,96.004170,2638.000000,14065,10231,0,0,casual,0,105,32,105,2297,GamerLegion,3,0,24,0
