frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
3785,2969,1,4,3,0,76561198013243326,Aleksib,0,0,ebcee65afcd51cc1
14641,11729,2,3,2,0,76561198067763828,chelo,0,0,ebcee65afcd51cc1
23570,18866,3,3,2,0,76561198067763828,chelo,0,0,ebcee65afcd51cc1
27826,22102,4,5,2,0,76561198164970560,yuurih,0,0,ebcee65afcd51cc1
38661,30892,5,4,2,0,76561198058500492,KSCERATO,0,2,ebcee65afcd51cc1
48937,39156,6,3,2,1,76561198058500492,KSCERATO,0,0,ebcee65afcd51cc1
59595,47705,7,4,2,0,76561198058500492,KSCERATO,0,0,ebcee65afcd51cc1
65731,52425,8,5,2,0,76561198118646644,Skullz,0,0,ebcee65afcd51cc1
75669,60288,9,5,2,0,76561198118646644,Skullz,0,0,ebcee65afcd51cc1
86094,68635,10,5,2,0,76561198118646644,Skullz,0,0,ebcee65afcd51cc1
95035,75796,11,3,2,0,76561198118646644,Skullz,0,0,ebcee65afcd51cc1
105013,83753,12,3,3,0,76561198176878303,jL,0,1,ebcee65afcd51cc1
127677,101905,13,4,2,0,76561198013243326,Aleksib,0,1,ebcee65afcd51cc1
136463,108998,14,4,2,0,76561199063068840,w0nderful,0,3,ebcee65afcd51cc1
138094,110419,14,1,3,1,76561198118646644,Skullz,1,1,ebcee65afcd51cc1
159459,127681,16,5,3,0,76561198118646644,Skullz,0,1,ebcee65afcd51cc1
167162,133892,17,3,3,0,76561198058500492,KSCERATO,0,0,ebcee65afcd51cc1
179913,144147,18,4,3,0,76561198118646644,Skullz,0,0,ebcee65afcd51cc1
