number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1266,1819,6226,7649,6546,8047,Team A,Team B,0,1,3,2,4000,4000,5350,5050,3550,3350,pistol,pistol,95394,9,Team B,2,0,28433542262f6ce8
2,6546,8047,9336,11875,10915,13779,11235,14212,Team A,Team B,0,2,3,2,11150,18700,1600,17750,800,17050,eco,semi,71495,9,Team B,2,0,28433542262f6ce8
3,11235,14212,12515,16078,18041,22741,18361,23147,Team A,Team B,1,2,3,2,22650,20600,13700,19550,12900,6900,semi,semi,106383,8,Team A,3,0,28433542262f6ce8
4,20879,26332,22159,28171,25670,32511,25990,32900,Team A,Team B,1,3,3,2,28700,21300,24500,21200,13300,20700,full,full,77071,9,Team B,2,0,28433542262f6ce8
5,25990,32900,27270,34795,32796,41465,33116,41861,Team A,Team B,1,4,3,2,25100,18350,25800,25400,24600,12100,full,full,106832,9,Team B,2,0,28433542262f6ce8
6,33116,41861,34396,43794,39220,49666,39540,50058,Team A,Team B,1,5,3,2,13700,24300,3000,25500,2800,21100,eco,full,97352,9,Team B,2,0,28433542262f6ce8
7,39540,50058,40820,51865,48180,60608,48500,60980,Team A,Team B,2,5,3,2,25400,21150,27200,26700,25100,5400,full,full,131591,12,Team A,3,0,28433542262f6ce8
8,50627,63864,51907,65603,56979,71604,57299,71986,Team A,Team B,3,5,3,2,17750,21350,27300,24300,5900,19300,full,full,96541,8,Team A,3,0,28433542262f6ce8
9,57299,71986,58579,73842,61137,76988,61457,77417,Team A,Team B,4,5,3,2,29600,12450,27900,1700,18350,1100,full,eco,62390,8,Team A,3,0,28433542262f6ce8
10,61457,77417,62737,79254,70097,88150,70417,88540,Team A,Team B,5,5,3,2,29000,23650,30250,25400,10850,23200,full,full,133873,12,Team A,3,0,28433542262f6ce8
11,70417,88540,71697,90292,75751,95223,76071,95612,Team A,Team B,5,6,3,2,35600,12350,29850,8200,11400,3600,full,semi,83357,9,Team B,2,0,28433542262f6ce8
12,78417,98787,79697,100546,87116,109516,87660,110173,Team A,Team B,5,7,3,2,32100,26300,29000,28450,29300,21200,full,full,133823,9,Team B,2,0,28433542262f6ce8
14,101655,127296,-1,-1,0,0,0,0,FaZe Clan,BIG,5,8,2,3,4000,4000,1000,1000,0,0,pistol,pistol,-1587775,0,,0,0,28433542262f6ce8
