frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
6182,5054,1,3,2,0,76561198920720017,Senzu,0,1,c7e4db4643f03b80
11498,9315,2,5,2,0,76561199203563345,910-,0,0,c7e4db4643f03b80
21470,17172,3,2,2,0,76561198966340160,Techno4K,0,0,c7e4db4643f03b80
29299,23225,4,4,2,0,76561198838822582,Mzinho,0,2,c7e4db4643f03b80
36612,28755,5,4,2,0,76561198959824088,bLitz,0,0,c7e4db4643f03b80
45657,35814,6,3,3,0,76561197978835160,flameZ,0,0,c7e4db4643f03b80
70509,55649,8,4,3,0,76561198113666193,ZywOo,0,1,c7e4db4643f03b80
81983,64981,9,3,3,0,76561197978835160,flameZ,0,0,c7e4db4643f03b80
103714,82086,11,2,3,1,76561198113666193,ZywOo,1,2,c7e4db4643f03b80
103737,82106,11,1,2,0,76561198838822582,Mzinho,0,0,c7e4db4643f03b80
116723,92278,12,3,2,0,76561198966340160,Techno4K,0,0,c7e4db4643f03b80
138781,110595,13,2,3,0,76561198959824088,bLitz,0,0,c7e4db4643f03b80
146212,116463,14,2,3,0,76561198966340160,Techno4K,0,0,c7e4db4643f03b80
151221,120169,15,3,3,0,76561198966340160,Techno4K,0,0,c7e4db4643f03b80
173876,137787,17,2,3,1,76561199203563345,910-,1,2,c7e4db4643f03b80
175047,138807,17,1,2,0,76561198113666193,ZywOo,0,0,c7e4db4643f03b80
186455,147575,18,4,3,0,76561198966340160,Techno4K,0,0,c7e4db4643f03b80
196884,155747,19,2,2,0,76561198113666193,ZywOo,0,1,c7e4db4643f03b80
196980,155833,19,1,3,1,76561198966340160,Techno4K,1,1,c7e4db4643f03b80
202935,160310,20,2,2,1,76561197991272318,ropz,1,2,c7e4db4643f03b80
203629,160915,20,1,3,0,76561198959824088,bLitz,0,0,c7e4db4643f03b80
