number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,12361,16045,14359,18473,14679,18865,Team A,Team B,1,0,3,2,4000,4000,5050,4700,3450,3300,pistol,pistol,223582,8,Team A,3,0,389c398779c40eb7
2,14679,18865,15959,20818,20191,26156,20511,26557,Team A,Team B,2,0,3,2,18300,11100,17750,2100,16150,1500,semi,eco,88249,8,Team A,3,0,389c398779c40eb7
3,20511,26557,21791,28521,29323,37773,29643,38169,Team A,Team B,2,1,3,2,21100,21900,24100,22400,9600,21400,full,full,135756,9,Team B,2,0,389c398779c40eb7
4,29643,38169,30923,40159,38283,49004,38603,49385,Team A,Team B,3,1,3,2,20000,18550,20300,23100,19500,16150,force-buy,full,131145,12,Team A,3,0,389c398779c40eb7
5,38603,49385,39883,51284,42639,54816,42959,55223,Team A,Team B,4,1,3,2,17750,11300,21000,6850,16150,2550,semi,semi,65736,8,Team A,3,0,389c398779c40eb7
6,42959,55223,44239,57101,47773,61578,48093,61995,Team A,Team B,5,1,3,2,20250,20750,24150,21800,4600,20300,full,full,76919,8,Team A,3,0,389c398779c40eb7
7,48093,61995,49373,63830,53598,69260,53918,69677,Team A,Team B,6,1,3,2,33700,15250,27000,7050,9100,6050,full,semi,87934,8,Team A,3,0,389c398779c40eb7
8,56272,72989,57552,74955,64912,84065,65232,84442,Team A,Team B,7,1,3,2,42350,24950,29450,26000,10150,24600,full,full,134062,12,Team A,3,0,389c398779c40eb7
9,65232,84442,66512,86359,71834,93048,72154,93470,Team A,Team B,8,1,3,2,49450,14150,32600,17350,14550,10950,full,semi,104165,8,Team A,3,0,389c398779c40eb7
10,74384,96559,75664,98618,83500,108322,83820,108703,Team A,Team B,9,1,3,2,52050,20600,32100,13200,13800,12800,full,semi,142377,7,Team A,3,0,389c398779c40eb7
11,83820,108703,85100,110604,90062,116658,90382,117087,Team A,Team B,10,1,3,2,56950,29000,32600,26500,18800,25300,full,full,96286,8,Team A,3,0,389c398779c40eb7
12,90382,117087,91662,119054,97373,126420,97917,127082,Team A,Team B,10,2,3,2,54050,21000,30950,21650,14600,20650,full,full,112965,9,Team B,2,0,389c398779c40eb7
13,97917,127082,112715,147015,118244,153536,118564,153934,Team A,Team B,11,2,2,3,4000,4000,4450,4500,3450,3400,pistol,pistol,320195,9,Team A,2,0,389c398779c40eb7
14,118564,153934,119844,155762,126614,164026,126934,164412,Team A,Team B,12,2,2,3,18600,10700,19450,11300,18350,10300,semi,force-buy,122152,9,Team A,2,0,389c398779c40eb7
15,126934,164412,128214,166330,134826,174420,134826,174420,Team A,Team B,13,2,2,3,19900,16400,22650,14500,17650,13500,full,force-buy,121135,9,Team A,2,0,389c398779c40eb7
