name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
cadiaN,76561198004115516,48,Astralis,11,3,12,4,36,0.916667,75.000000,60.000000,0.550000,0.600000,10.100000,7,-1,0,0,0,4,0,0,1200,203,202,5,7,4,7,4,3,1,2,1,1,2,6,2,6,3,2,1,2,5,0,0,5,0,2,0,0,0.971536,0.960683,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,0,0,693fb6f5fe54ada3
FalleN,76561197960690195,48,FURIA,15,2,13,2,13,1.153846,85.000000,71.750000,0.750000,0.650000,0.050000,2,-1,0,0,0,2,0,0,1435,64,1,4,6,3,6,3,2,0,1,0,0,2,6,2,6,3,5,1,1,3,0,1,9,3,0,0,0,1.223377,0.999880,CSGO-yiXm3-VRYV6-PSGrf-ZEyDc-7JNMB,4,0,693fb6f5fe54ada3
dev1ce,76561197987713664,39,Astralis,9,7,12,3,33,0.750000,60.000004,58.549999,0.450000,0.600000,7.500000,2,-1,0,0,0,2,0,0,1171,172,150,6,8,5,8,5,2,0,1,0,0,4,8,4,8,5,0,2,4,1,0,0,7,1,0,0,0,0.790888,0.732117,CSGO-h2u9J-MU5aJ-Y3YVY-eQnXT-Xh5BO,4,0,693fb6f5fe54ada3
stavn,76561198022365638,37,Astralis,10,4,10,7,70,1.000000,65.000000,58.700001,0.500000,0.500000,9.150000,2,-1,0,0,0,1,1,0,1174,206,183,5,7,4,7,4,2,0,1,0,0,3,7,3,7,4,1,2,2,3,0,0,4,0,2,0,0,0.909431,1.000693,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,3,0,693fb6f5fe54ada3
jabbi,76561198120557348,39,Astralis,11,11,12,8,72,0.916667,85.000000,75.400002,0.550000,0.600000,6.400000,0,-1,0,0,0,1,0,0,1508,369,128,3,5,2,5,2,2,0,1,0,0,1,5,1,5,2,4,3,3,3,0,0,7,2,0,0,0,1.133666,0.844670,CSGO-GSWzE-peNw8-Z3WFj-RBQbv-LiyHL,2,0,693fb6f5fe54ada3
Staehr,76561198005107817,54,Astralis,20,4,13,8,40,1.538462,90.000000,91.250000,1.000000,0.650000,9.900000,2,-1,0,0,0,1,1,0,1825,407,198,4,6,3,6,3,3,1,2,1,1,1,5,1,5,2,4,1,4,5,0,0,5,3,3,0,0,1.548324,1.469782,CSGO-X3rjh-2SDus-m5Z4C-Swu3r-QQSFE,1,0,693fb6f5fe54ada3
KSCERATO,76561198058500492,30,FURIA,10,4,10,4,40,1.000000,80.000000,65.000000,0.500000,0.500000,19.049999,1,-1,0,0,0,1,0,0,1300,352,381,6,8,5,8,5,3,1,2,1,1,3,7,3,7,4,0,1,2,3,0,1,6,2,0,0,0,1.039091,0.884681,CSGO-PXGLy-zn3hS-SbLyx-hOUJZ-X3nQD,0,0,693fb6f5fe54ada3
yuurih,76561198164970560,63,FURIA,17,4,12,9,52,1.416667,80.000000,93.849998,0.850000,0.600000,4.550000,3,-1,0,0,0,3,0,0,1877,342,91,6,8,5,8,5,2,0,1,0,0,4,8,4,8,5,2,1,7,1,0,0,9,2,0,1,0,1.380638,1.269338,CSGO-Jhfkc-4UpR6-DJftC-VfGek-pL3ED,1,0,693fb6f5fe54ada3
Skullz,76561198118646644,50,FURIA,14,5,12,10,71,1.166667,80.000000,76.650002,0.700000,0.600000,5.400000,3,-1,0,0,0,2,0,0,1533,117,108,3,5,2,5,2,2,0,1,0,0,1,5,1,5,2,2,3,1,2,0,1,3,4,1,0,0,1.200929,1.115010,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,2,0,693fb6f5fe54ada3
chelo,76561198067763828,17,FURIA,3,5,14,3,100,0.214286,70.000000,37.799999,0.150000,0.700000,2.750000,1,-1,0,0,0,0,1,0,756,193,55,5,7,4,7,4,2,0,1,0,0,3,7,3,7,4,0,5,0,3,0,1,3,0,0,0,0,0.474934,0.370680,CSGO-nXB8v-an9rO-uyYTo-ibEpA-qMh8E,3,0,693fb6f5fe54ada3
