frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
4540,3553,1,5,2,0,76561199203563345,910-,0,1,ff97bf15fec913cc
8826,6636,2,5,2,0,76561198959824088,bLitz,0,0,ff97bf15fec913cc
16789,12943,3,3,2,0,76561198920720017,Senzu,0,0,ff97bf15fec913cc
23768,18108,4,4,2,0,76561198920720017,Senzu,0,1,ff97bf15fec913cc
32407,24834,5,2,2,1,76561199203563345,910-,0,1,ff97bf15fec913cc
32605,25009,5,1,3,0,76561199063068840,w0nderful,1,1,ff97bf15fec913cc
45602,35062,6,3,2,0,76561198838822582,Mzinho,0,0,ff97bf15fec913cc
53332,41020,7,3,2,0,76561198959824088,bLitz,0,1,ff97bf15fec913cc
59929,45937,8,3,2,0,76561198838822582,Mzinho,0,0,ff97bf15fec913cc
70937,54302,9,4,2,0,76561199203563345,910-,0,0,ff97bf15fec913cc
84310,65086,10,2,2,1,76561198959824088,bLitz,1,2,ff97bf15fec913cc
84325,65099,10,1,3,0,76561199063068840,w0nderful,0,0,ff97bf15fec913cc
106416,82690,12,3,2,0,76561198966340160,Techno4K,0,0,ff97bf15fec913cc
130403,102002,13,3,2,0,76561198050250233,iM,0,1,ff97bf15fec913cc
135424,105704,14,5,2,0,76561199063068840,w0nderful,0,0,ff97bf15fec913cc
147362,115278,15,3,2,0,76561198013243326,Aleksib,0,0,ff97bf15fec913cc
155760,121970,16,2,2,0,76561198246607476,b1t,0,1,ff97bf15fec913cc
157430,123435,16,1,3,1,76561198966340160,Techno4K,1,1,ff97bf15fec913cc
184545,144644,18,3,3,0,76561198920720017,Senzu,0,1,ff97bf15fec913cc
196848,153919,19,5,3,0,76561199203563345,910-,0,0,ff97bf15fec913cc
207730,162604,20,2,3,0,76561198966340160,Techno4K,0,0,ff97bf15fec913cc
219813,172366,21,2,2,0,76561199063068840,w0nderful,0,0,ff97bf15fec913cc
228512,178797,22,4,3,0,76561199203563345,910-,0,1,ff97bf15fec913cc
