number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,12,163,1553,2746,8410,12573,8730,13045,Team Spirit,Team Liquid,1,0,3,2,12350,25900,26450,27150,8850,7500,pistol,pistol,130895,8,Team Spirit,3,0,ba4d5563629a1e42
2,8730,13045,10010,15237,17370,25233,17690,25685,Team Spirit,Team Liquid,2,0,3,2,21250,26000,27300,23700,13650,22700,full,full,128553,12,Team Spirit,3,0,ba4d5563629a1e42
3,17690,25685,18970,27847,23130,33693,23450,34315,Team Spirit,Team Liquid,3,0,3,2,25150,11800,27450,2150,17550,1350,full,eco,84465,8,Team Spirit,3,0,ba4d5563629a1e42
4,23450,34315,24730,36597,31197,45574,31741,46408,Team Spirit,Team Liquid,4,0,3,2,25350,22450,31150,23100,10250,21900,full,full,118755,8,Team Spirit,3,0,ba4d5563629a1e42
5,31741,46408,45808,67548,49207,72026,49527,72488,Team Spirit,Team Liquid,4,1,2,3,4000,4000,5050,4000,3450,3400,pistol,pistol,270207,7,Team Liquid,3,0,ba4d5563629a1e42
6,49527,72488,50807,74595,53803,78850,54123,79310,Team Spirit,Team Liquid,4,2,2,3,13950,19900,2550,20100,2150,19000,eco,semi,67103,8,Team Liquid,3,0,ba4d5563629a1e42
7,54123,79310,55403,81767,60103,88612,60423,89066,Team Spirit,Team Liquid,4,3,2,3,24100,19250,24000,25750,22800,10400,full,full,98113,8,Team Liquid,3,0,ba4d5563629a1e42
8,62486,92733,63766,95029,69620,103271,69940,103749,Team Spirit,Team Liquid,5,3,2,3,16400,26900,12350,28700,11950,13600,semi,full,111150,1,Team Spirit,2,0,ba4d5563629a1e42
9,69940,103749,71220,105952,75416,112173,75736,112735,Team Spirit,Team Liquid,6,3,2,3,23150,20900,25250,27500,12900,17000,full,full,88852,1,Team Spirit,2,0,ba4d5563629a1e42
10,75736,112735,77016,114759,81496,121322,81816,121804,Team Spirit,Team Liquid,7,3,2,3,28350,13400,25150,29000,4200,8900,full,full,90572,1,Team Spirit,2,0,ba4d5563629a1e42
11,83936,124843,85216,127034,93740,139060,94060,139550,Team Spirit,Team Liquid,8,3,2,3,42250,16800,27350,29700,12700,8600,full,full,149954,1,Team Spirit,2,0,ba4d5563629a1e42
12,96496,143415,97776,145625,107401,158824,107721,159299,Team Spirit,Team Liquid,9,3,2,3,48250,23300,27550,26750,13400,18000,full,full,162527,1,Team Spirit,2,0,ba4d5563629a1e42
13,107721,159299,109001,161665,115342,170896,115662,171376,Team Spirit,Team Liquid,9,4,2,3,53650,22600,27550,27350,12800,19500,full,full,122320,8,Team Liquid,3,0,ba4d5563629a1e42
14,117582,174510,118862,176672,127286,188385,127606,188845,Team Spirit,Team Liquid,10,4,2,3,48450,20650,25300,29150,24300,13800,full,full,146347,1,Team Spirit,2,0,ba4d5563629a1e42
15,129932,192558,131212,194727,132825,197356,132825,197356,Team Spirit,Team Liquid,11,4,2,3,36700,19150,25200,28150,24200,20200,full,full,50607,9,Team Spirit,2,0,ba4d5563629a1e42
