frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
2733,2069,1,4,2,0,76561198170631091,Krimbo,0,1,3a5be6e4d45a306e
20434,16544,2,3,2,0,76561198170631091,Krimbo,1,0,3a5be6e4d45a306e
29433,23606,3,3,3,0,76561198168198200,Ex3rcice,1,0,3a5be6e4d45a306e
42839,34564,4,2,2,0,76561198139604328,hyped,0,0,3a5be6e4d45a306e
55160,44564,5,2,3,0,76561198168198200,Ex3rcice,0,0,3a5be6e4d45a306e
64666,52224,6,4,3,0,76561198179538505,Graviti,0,0,3a5be6e4d45a306e
82458,66584,7,4,3,0,76561198179538505,Graviti,0,0,3a5be6e4d45a306e
92512,74469,8,5,2,0,76561198144926364,kyuubii,0,1,3a5be6e4d45a306e
103466,83315,9,3,3,0,76561198047876970,Djoko,0,0,3a5be6e4d45a306e
114662,92331,10,2,3,0,76561198045739761,Maka,0,1,3a5be6e4d45a306e
116479,93939,10,1,2,1,76561198139604328,hyped,1,1,3a5be6e4d45a306e
123025,98967,11,3,2,0,76561198139604328,hyped,0,0,3a5be6e4d45a306e
128696,103366,12,5,2,0,76561198144926364,kyuubii,0,1,3a5be6e4d45a306e
154217,124367,13,4,2,0,76561198031890115,Lucky,0,0,3a5be6e4d45a306e
163883,132284,14,2,2,0,76561198179538505,Graviti,0,0,3a5be6e4d45a306e
175284,141536,15,4,2,0,76561198047876970,Djoko,1,2,3a5be6e4d45a306e
182684,147366,16,3,3,0,76561198170631091,Krimbo,0,0,3a5be6e4d45a306e
188988,152193,17,2,3,0,76561198170631091,Krimbo,0,0,3a5be6e4d45a306e
221208,178097,20,2,3,0,76561198170631091,Krimbo,0,0,3a5be6e4d45a306e
236293,190337,21,2,2,0,76561198168198200,Ex3rcice,0,0,3a5be6e4d45a306e
246630,198656,22,2,2,0,76561198031890115,Lucky,0,0,3a5be6e4d45a306e
255363,205582,23,3,3,0,76561198170631091,Krimbo,1,0,3a5be6e4d45a306e
269639,217291,24,3,3,0,76561198078771373,JDC,0,0,3a5be6e4d45a306e
