name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
Djoko,76561198047876970,34,Team B,13,10,28,5,38,0.464286,74.285713,49.571430,0.371429,0.800000,9.685715,2,-1,0,0,0,1,0,0,1735,416,339,5,8,13,8,6,2,2,0,0,0,3,6,13,8,6,3,9,2,10,0,3,9,2,0,0,0,0.685545,0.507044,CSGO-4utRN-hXeik-nKyMt-r6boU-JK5mA,3,0,570f8248223e79f2
apEX,76561197989744167,46,Team A,20,7,26,7,35,0.769231,57.142860,66.371429,0.571429,0.742857,15.457143,3,-1,0,0,0,0,0,0,2323,567,541,6,9,14,9,7,2,2,0,0,0,4,7,14,9,7,3,0,6,4,0,0,6,4,2,0,0,0.808942,0.853464,CSGO-8fcjw-trwPY-98uXV-7nWbf-ZbJaA,0,0,570f8248223e79f2
Ex3rcice,76561198168198200,71,Team B,30,7,23,16,53,1.304348,71.428574,86.142860,0.857143,0.657143,8.971429,3,-1,0,0,0,1,0,0,3015,473,314,11,14,19,14,12,2,2,0,0,0,9,12,19,14,12,6,3,6,5,0,0,11,8,1,0,0,1.269127,1.178852,CSGO-QY2B2-LDYFz-iiy3i-w2jWy-vP6FP,2,0,570f8248223e79f2
mezii,76561197973140692,75,Team A,28,5,23,13,46,1.217391,74.285713,78.657143,0.800000,0.657143,7.371428,7,-1,0,0,0,3,2,0,2753,576,258,6,9,14,9,7,2,2,0,0,0,4,7,14,9,7,4,1,5,3,0,0,12,3,2,1,0,1.210946,1.197402,CSGO-qKcSJ-3Sfox-kbv4M-jTUFc-NCmDA,4,0,570f8248223e79f2
Lucky,76561198031890115,80,Team B,28,11,19,11,39,1.473684,85.714287,86.285713,0.800000,0.542857,11.914286,5,-1,0,0,0,5,0,0,3020,578,417,7,10,15,10,8,3,3,1,1,1,4,7,14,9,7,2,2,9,7,0,1,9,8,1,0,0,1.396767,1.224578,CSGO-qW2GL-L2XNG-9NYj9-5sq8G-HzQRO,1,0,570f8248223e79f2
Maka,76561198045739761,58,Team B,22,6,23,9,40,0.956522,80.000000,61.285713,0.628571,0.657143,3.742857,4,-1,0,0,0,3,1,0,2145,296,131,9,12,17,12,10,4,4,2,2,2,5,8,15,10,8,1,4,7,6,0,3,7,3,3,0,0,1.051746,1.004454,CSGO-OX88s-h7Z95-kH2AD-cqdSW-zqLDR,0,0,570f8248223e79f2
ZywOo,76561198113666193,74,Team A,26,8,23,9,34,1.130435,82.857147,83.514282,0.742857,0.657143,3.857143,5,-1,0,0,0,3,1,0,2923,274,135,11,14,19,14,12,3,3,1,1,1,8,11,18,13,11,5,4,3,6,0,1,11,6,1,0,0,1.248209,1.050220,CSGO-Ox6TN-476ef-tqKQ2-uC4sv-YSopQ,2,0,570f8248223e79f2
ropz,76561197991272318,53,Team A,22,4,20,16,72,1.100000,62.857143,73.257141,0.628571,0.571429,2.942857,2,-1,0,0,0,1,0,0,2564,477,103,6,9,14,9,7,2,2,0,0,0,4,7,14,9,7,2,3,2,3,0,0,9,5,1,0,0,1.004896,1.008263,CSGO-MMQuh-Hs3Sj-Qv9zd-VaCmc-3QqNO,3,0,570f8248223e79f2
Graviti,76561198179538505,50,Team B,23,7,26,12,52,0.884615,71.428574,73.428574,0.657143,0.742857,8.428572,2,-1,0,0,0,0,0,0,2570,564,295,8,11,16,11,9,2,2,0,0,0,6,9,16,11,9,1,4,5,8,0,2,12,3,0,0,1,1.009897,0.974797,CSGO-JULWA-cxmTk-JT7uE-FTVT4-V78WB,4,0,570f8248223e79f2
flameZ,76561197978835160,57,Team A,23,7,24,17,73,0.958333,65.714287,87.342857,0.657143,0.685714,9.342857,2,-1,0,0,0,0,2,0,3057,469,327,6,9,14,9,7,2,2,0,0,0,4,7,14,9,7,8,5,2,4,0,0,11,6,0,0,0,1.043159,0.905519,CSGO-iVyCV-6tmzL-SKMdk-5PvRr-YMbEC,1,0,570f8248223e79f2
