frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7134,5873,1,2,3,0,76561198386265483,donk,0,1,15ecd8037c10dd79
7450,6150,1,1,2,1,76561198022365638,stavn,1,1,15ecd8037c10dd79
14742,11938,2,2,3,0,76561199063238565,magixx,0,0,15ecd8037c10dd79
27542,22512,3,4,3,0,76561198995880877,zont1x,0,0,15ecd8037c10dd79
47132,38277,5,4,3,0,76561199063238565,magixx,0,0,15ecd8037c10dd79
59844,48499,6,3,3,0,76561198081484775,SH1R0,0,1,15ecd8037c10dd79
75221,60788,7,3,2,0,76561198022365638,stavn,0,0,15ecd8037c10dd79
82019,66144,8,3,2,0,76561198005107817,Staehr,0,0,15ecd8037c10dd79
86445,69521,9,5,2,0,76561198004115516,cadiaN,0,0,15ecd8037c10dd79
96673,77432,10,5,2,0,76561198005107817,Staehr,0,0,15ecd8037c10dd79
104802,83956,11,3,2,0,76561198005107817,Staehr,0,0,15ecd8037c10dd79
110799,88454,12,4,2,0,76561197987713664,dev1ce,0,0,15ecd8037c10dd79
132470,106251,13,4,3,0,76561197987713664,dev1ce,1,0,15ecd8037c10dd79
156298,125847,15,5,3,0,76561198022365638,stavn,0,1,15ecd8037c10dd79
165650,132982,16,2,3,0,76561198004115516,cadiaN,0,1,15ecd8037c10dd79
168017,135057,16,1,2,1,76561198995880877,zont1x,1,1,15ecd8037c10dd79
178498,143251,17,3,3,0,76561198005107817,Staehr,0,2,15ecd8037c10dd79
181284,145695,17,1,2,1,76561198995880877,zont1x,1,1,15ecd8037c10dd79
190712,153383,18,2,3,0,76561197987713664,dev1ce,0,1,15ecd8037c10dd79
191033,153666,18,1,2,1,76561198386265483,donk,1,1,15ecd8037c10dd79
