name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
ropz,76561197991272318,40,Team A,13,4,15,6,46,0.866667,75.000000,61.166668,0.541667,0.625000,3.708333,2,-1,0,0,0,3,0,0,1468,159,89,6,8,3,7,5,3,3,0,0,0,3,5,3,7,5,2,2,3,3,0,0,9,2,0,0,0,0.956405,0.807594,CSGO-MMQuh-Hs3Sj-Qv9zd-VaCmc-3QqNO,3,0,9f4bfbc3b264416b
flameZ,76561197978835160,45,Team A,18,10,19,11,61,0.947368,79.166672,92.125000,0.750000,0.791667,5.250000,2,-1,0,0,0,0,0,0,2211,362,126,7,9,4,8,6,3,3,0,0,0,4,6,4,8,6,5,2,3,8,0,0,8,5,0,0,0,1.202048,0.917854,CSGO-iVyCV-6tmzL-SKMdk-5PvRr-YMbEC,4,0,9f4bfbc3b264416b
donk,76561198386265483,38,Team B,15,4,20,8,53,0.750000,62.500000,69.000000,0.625000,0.833333,0.458333,1,-1,0,0,0,2,0,0,1656,226,11,8,10,5,9,7,3,3,0,0,0,5,7,5,9,7,2,5,4,4,0,0,5,5,0,0,0,0.851229,0.779340,CSGO-jU4eP-8wSj8-EZVsB-HcJZs-iyNQC,3,0,9f4bfbc3b264416b
magixx,76561199063238565,44,Team B,18,5,14,9,50,1.285714,79.166672,66.166664,0.750000,0.583333,0.666667,5,-1,0,0,0,0,2,0,1588,264,16,12,14,9,13,11,6,6,3,3,3,6,8,6,10,8,1,1,4,5,0,1,4,3,1,0,1,1.209247,1.354103,CSGO-9vKLy-OAOok-Yrj2D-6t3oQ-7T8SA,1,0,9f4bfbc3b264416b
sh1ro,76561198081484775,45,Team B,18,4,18,4,22,1.000000,66.666672,81.000000,0.750000,0.750000,0.208333,2,-1,0,0,0,2,0,0,1944,144,5,10,12,7,11,9,3,3,0,0,0,7,9,7,11,9,2,0,4,4,0,0,7,4,1,0,0,1.072496,1.000270,CSGO-Ldro4-hDUZL-YBjBr-HRVSe-sqUWJ,4,0,9f4bfbc3b264416b
ZywOo,76561198113666193,59,Team A,22,9,13,8,36,1.692308,83.333328,98.000000,0.916667,0.541667,3.000000,4,-1,0,0,0,1,1,0,2352,270,72,12,14,9,13,11,3,3,0,0,0,9,11,9,13,11,2,2,3,3,0,0,11,4,1,0,0,1.524394,1.309906,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,0,0,9f4bfbc3b264416b
chopper,76561198045898864,22,Team B,10,6,21,7,70,0.476190,54.166668,49.833332,0.416667,0.875000,2.625000,1,-1,0,0,0,0,0,0,1196,239,63,7,9,4,8,6,4,4,1,1,1,3,5,3,7,5,3,5,1,6,0,1,3,2,1,0,0,0.535090,0.571201,CSGO-DDMKA-7f8Le-z3na4-y3N5v-BWRZQ,0,0,9f4bfbc3b264416b
zont1x,76561198995880877,44,Team B,17,9,17,6,35,1.000000,75.000000,85.208336,0.708333,0.708333,1.666667,2,-1,0,0,0,0,0,0,2045,306,40,10,12,7,11,9,4,4,1,1,1,6,8,6,10,8,2,3,6,3,0,1,5,1,2,1,0,1.153741,1.144551,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,2,0,9f4bfbc3b264416b
apEX,76561197989744167,51,Team A,19,8,17,10,52,1.117647,87.500000,97.166664,0.791667,0.708333,7.625000,4,-1,0,0,0,0,1,0,2332,422,183,8,10,5,9,7,3,3,0,0,0,5,7,5,9,7,1,2,3,7,0,1,7,3,2,0,0,1.351135,1.117498,CSGO-8fcjw-trwPY-98uXV-7nWbf-ZbJaA,2,0,9f4bfbc3b264416b
mezii,76561197973140692,42,Team A,18,2,14,11,61,1.285714,83.333328,73.041664,0.750000,0.583333,0.166667,1,-1,0,0,0,2,0,0,1753,320,4,9,11,6,10,8,4,4,1,1,1,5,7,5,9,7,4,2,7,2,0,0,12,3,0,0,0,1.249210,1.039902,CSGO-qKcSJ-3Sfox-kbv4M-jTUFc-NCmDA,1,0,9f4bfbc3b264416b
