name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
fame,76561198080114546,58,Team B,23,7,9,16,69,2.555556,90.909096,104.772728,1.045455,0.409091,4.363636,5,-1,0,0,0,1,0,0,2305,306,96,3,4,10,5,2,2,0,0,0,0,1,4,10,5,2,0,1,6,4,0,1,7,5,2,0,0,1.777675,1.646781,CSGO-vjGru-yOv3D-iovxr-ZXBEY-CcfiK,0,0,3374c692d0b7534
FL1T,76561197995817501,38,Team B,12,7,15,4,33,0.800000,81.818184,68.181816,0.545455,0.681818,16.772728,0,-1,0,0,0,1,1,0,1500,380,369,4,5,11,6,3,3,1,1,1,1,1,4,10,5,2,5,3,2,2,0,0,12,0,0,0,0,1.016716,0.715951,CSGO-NpjdZ-5378L-BMRxJ-Y243S-b9qmJ,3,0,3374c692d0b7534
huNter-,76561198012872053,24,Team A,8,4,15,3,37,0.533333,81.818184,50.454544,0.363636,0.681818,6.545455,1,-1,0,0,0,1,0,0,1110,178,144,5,6,12,7,4,2,0,0,0,0,3,6,12,7,4,2,3,1,5,0,1,8,0,0,0,0,0.789252,0.564043,CSGO-NPJWV-O5fQA-TPAzd-iDpe2-sw3JE,2,0,3374c692d0b7534
malbsMd,76561198080703143,37,Team A,14,8,21,7,50,0.666667,63.636364,90.818184,0.636364,0.954545,8.727273,1,-1,0,0,0,1,0,0,1998,447,192,3,4,10,5,2,2,0,0,0,0,1,4,10,5,2,3,4,6,3,0,1,7,2,1,0,0,0.894193,0.700687,CSGO-MQYLm-nK5pN-DtXZW-KkmSV-OP3ED,3,0,3374c692d0b7534
ICY,76561198055109028,43,Team B,12,3,10,3,25,1.200000,77.272728,56.863636,0.545455,0.454545,0.000000,3,-1,0,0,0,5,0,0,1251,106,0,5,6,12,7,4,2,0,0,0,0,3,6,12,7,4,1,1,3,2,0,0,8,2,0,0,0,1.050316,0.954560,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,2,0,3374c692d0b7534
m0NESY,76561198074762801,41,Team A,15,2,11,7,46,1.363636,81.818184,69.272728,0.681818,0.500000,1.954545,3,-1,0,0,0,1,2,0,1524,190,43,3,4,10,5,2,2,0,0,0,0,1,4,10,5,2,2,2,6,2,0,2,7,2,0,1,0,1.212320,1.189515,CSGO-y74Xk-crxAo-5N9p4-LQnQ4-KS8SA,1,0,3374c692d0b7534
Snax,76561197982141573,37,Team A,13,8,14,7,53,0.928571,90.909096,69.409088,0.590909,0.636364,8.909091,2,-1,0,0,0,2,0,0,1527,300,196,3,4,10,5,2,2,0,0,0,0,1,4,10,5,2,2,2,3,4,0,2,9,2,0,0,0,1.155046,0.843836,CSGO-OFKZZ-mZp9n-KXx4x-2SmEp-jcYHK,4,0,3374c692d0b7534
HeavyGoD,76561198068002993,32,Team A,12,5,13,7,58,0.923077,77.272728,68.409088,0.545455,0.590909,2.363636,2,-1,0,0,0,0,0,0,1505,137,52,7,8,14,9,6,3,1,1,1,1,4,7,13,8,5,1,1,0,3,0,1,5,2,1,0,0,1.023650,0.922134,CSGO-dE62s-bXOib-X28Yu-zJHtx-hif4D,0,0,3374c692d0b7534
FL4MUS,76561198014259134,45,Team B,18,5,11,11,61,1.636364,95.454544,77.227272,0.818182,0.500000,3.590909,4,-1,0,0,0,1,0,0,1699,207,79,3,4,10,5,2,2,0,0,0,0,1,4,10,5,2,3,1,3,5,0,1,9,3,1,0,0,1.468769,1.250713,CSGO-2xkTh-UwMhs-Wfw9o-G8jLV-2JH8D,1,0,3374c692d0b7534
electronic,76561198044045107,27,Team B,9,4,17,3,33,0.529412,68.181816,52.636364,0.409091,0.772727,0.136364,1,-1,0,0,0,1,0,0,1158,209,3,3,4,10,5,2,2,0,0,0,0,1,4,10,5,2,3,4,3,4,0,2,6,0,1,0,0,0.687531,0.606769,CSGO-XvQtE-YZF5M-98uXV-7nWbf-ZbJaA,4,0,3374c692d0b7534
