name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
s1ren,76561198167785069,30,BetBoom Team,11,5,17,2,18,0.647059,64.000000,54.400002,0.440000,0.680000,7.720000,4,-1,0,0,0,2,0,0,1360,202,193,4,8,8,3,2,2,1,0,0,0,2,7,8,3,2,3,1,1,3,0,0,7,2,0,0,0,0.740589,0.675736,CSGO-t3F8R-3M9vV-qVikH-JF3PV-9mUCP,1,0,fbf78c246823fe98
Boombl4,76561198146207066,49,BetBoom Team,17,4,14,8,47,1.214286,72.000000,79.239998,0.680000,0.560000,2.840000,4,-1,0,0,0,2,1,0,1981,280,71,8,12,12,7,6,2,1,0,0,0,6,11,12,7,6,1,2,4,2,0,0,4,2,3,0,0,1.145880,1.183220,CSGO-kUKcU-eELT9-xZsrC-ion7z-DOQNN,3,0,fbf78c246823fe98
Ax1Le,76561198045433304,54,BetBoom Team,21,4,16,11,52,1.312500,72.000000,93.080002,0.840000,0.640000,2.160000,4,-1,0,0,0,2,1,0,2327,296,54,8,12,12,7,6,3,2,1,1,1,5,10,11,6,5,5,1,4,2,0,0,8,5,1,0,0,1.285830,1.181864,CSGO-VUruu-vsXq5-kNiQC-4cVwq-pLDhP,4,0,fbf78c246823fe98
xertioN,76561198193174134,41,MOUZ,19,10,16,10,52,1.187500,84.000000,88.639999,0.760000,0.640000,5.920000,2,-1,0,0,0,0,0,0,2216,300,148,6,10,10,5,4,3,2,1,1,1,3,8,9,4,3,2,3,5,5,0,1,7,3,2,0,0,1.313985,1.138227,CSGO-usVDK-dBUVN-j4Ffp-POw9z-DLpYF,4,0,fbf78c246823fe98
Brollan,76561198138828475,24,MOUZ,10,5,22,5,50,0.454545,64.000000,51.759998,0.400000,0.880000,2.320000,1,-1,0,0,0,0,0,0,1294,206,58,5,9,9,4,3,2,1,0,0,0,3,8,9,4,3,3,5,0,5,0,2,6,2,0,0,0,0.590987,0.478746,CSGO-QOS5y-kyeKF-7ExW2-ZH3K8-dv6KQ,2,0,fbf78c246823fe98
Magnojez,76561198372023214,53,BetBoom Team,22,10,18,14,63,1.222222,84.000000,93.400002,0.880000,0.720000,3.280000,0,-1,0,0,0,0,0,0,2335,365,82,5,9,9,4,3,2,1,0,0,0,3,8,9,4,3,3,6,1,5,0,3,7,6,1,0,0,1.390305,1.173058,CSGO-VcLCF-iKDSt-56GKR-7Vpe2-VtjjD,0,0,fbf78c246823fe98
torzsi,76561198355739212,61,MOUZ,23,3,12,7,30,1.916667,84.000000,83.160004,0.920000,0.480000,1.200000,4,-1,0,0,0,5,0,0,2079,142,30,10,14,14,9,8,3,2,1,1,1,7,12,13,8,7,2,1,3,2,0,0,9,4,2,0,0,1.492112,1.425965,CSGO-hP4eK-PqkTQ-jo4T7-cmpxc-ZHZML,0,0,fbf78c246823fe98
Jimpphat,76561198855375325,48,MOUZ,19,3,14,11,57,1.357143,80.000000,79.000000,0.760000,0.560000,1.520000,3,-1,0,0,0,1,0,0,1975,242,38,9,13,13,8,7,2,1,0,0,0,7,12,13,8,7,2,2,6,3,0,1,12,2,1,0,0,1.268674,1.110845,CSGO-t3F8R-3M9vV-qVikH-JF3PV-9mUCP,3,0,fbf78c246823fe98
zorte,76561198059614402,30,BetBoom Team,13,5,16,5,38,0.812500,72.000000,60.759998,0.520000,0.640000,0.200000,1,-1,0,0,0,1,0,0,1519,99,5,6,10,10,5,4,2,1,0,0,0,4,9,10,5,4,2,1,2,1,0,0,7,1,0,1,0,0.909804,0.891303,CSGO-QXEEu-NKz38-ymidX-mJcEG-pqAQL,2,0,fbf78c246823fe98
siuhy,76561198150673360,34,MOUZ,10,9,20,8,80,0.500000,60.000004,55.279999,0.400000,0.800000,1.880000,1,-1,0,0,0,2,0,0,1382,208,47,4,8,8,3,2,2,1,0,0,0,2,7,8,3,2,2,3,2,3,0,0,6,2,0,0,0,0.631623,0.544174,CSGO-FBMfW-qEj5b-bBT2t-H5LbQ-qseKP,1,0,fbf78c246823fe98
