frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
9841,8123,1,5,3,0,76561198116899423,ANa,0,2,ae43c12d258f7377
16014,12899,2,5,3,0,76561198809859276,twenty3,0,0,ae43c12d258f7377
26035,20945,3,2,2,1,76561199063068840,w0nderful,1,2,ae43c12d258f7377
26056,20962,3,1,3,0,76561198809859276,twenty3,0,0,ae43c12d258f7377
34749,27856,4,2,3,0,76561197990140855,zAAz,0,0,ae43c12d258f7377
42817,34075,5,2,2,0,76561198246607476,b1t,0,1,ae43c12d258f7377
42920,34161,5,1,3,1,76561198371036559,Kat,1,1,ae43c12d258f7377
56841,45475,6,2,3,0,76561198809859276,twenty3,1,1,ae43c12d258f7377
57104,45703,6,1,2,0,76561198246607476,b1t,1,0,ae43c12d258f7377
66962,53807,7,2,3,1,76561198371036559,Kat,1,2,ae43c12d258f7377
67130,53948,7,1,2,0,76561199063068840,w0nderful,0,0,ae43c12d258f7377
76789,61741,8,3,2,0,76561198246607476,b1t,0,0,ae43c12d258f7377
86182,69438,9,3,2,0,76561198176878303,jL,0,0,ae43c12d258f7377
95173,76524,10,2,2,0,76561199063068840,w0nderful,0,1,ae43c12d258f7377
95250,76592,10,1,3,1,76561198047829655,tory,1,1,ae43c12d258f7377
102152,81912,11,3,3,0,76561198116899423,ANa,0,1,ae43c12d258f7377
108049,86411,12,4,3,0,76561198371036559,Kat,0,0,ae43c12d258f7377
128525,103038,13,3,3,0,76561198246607476,b1t,0,1,ae43c12d258f7377
136329,109456,14,2,2,0,76561198809859276,twenty3,0,0,ae43c12d258f7377
146390,117305,15,5,2,0,76561198047829655,tory,0,0,ae43c12d258f7377
153511,122844,16,5,2,0,76561198116899423,ANa,0,0,ae43c12d258f7377
163341,130762,17,4,3,0,76561198246607476,b1t,1,0,ae43c12d258f7377
171175,137044,18,4,2,0,76561198809859276,twenty3,0,0,ae43c12d258f7377
180690,144207,19,4,2,0,76561197990140855,zAAz,0,0,ae43c12d258f7377
193669,154279,21,5,2,0,76561198047829655,tory,0,0,ae43c12d258f7377
