frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
2640,2352,1,3,3,0,76561198016255205,Twistzz,0,1,39ee7741554cb1d4
19022,16129,3,2,2,0,76561198016255205,Twistzz,0,0,39ee7741554cb1d4
26509,22157,4,2,2,0,76561198016255205,Twistzz,0,1,39ee7741554cb1d4
26625,22259,4,1,3,1,76561198104626893,LNZ,1,1,39ee7741554cb1d4
31755,26393,5,3,2,0,76561198053126645,NertZ,0,0,39ee7741554cb1d4
42341,35210,6,2,2,1,76561197977105184,jks,1,2,39ee7741554cb1d4
42846,35658,6,1,3,0,76561198178209109,xfl0ud,0,0,39ee7741554cb1d4
65714,54990,8,2,3,0,76561199137143905,yxngstxr,0,1,39ee7741554cb1d4
66248,55462,8,1,2,1,76561198053126645,NertZ,1,1,39ee7741554cb1d4
76747,64109,9,4,2,0,76561198016255205,Twistzz,1,0,39ee7741554cb1d4
85594,71417,10,4,2,0,76561198283989223,ultimate,0,0,39ee7741554cb1d4
92302,76882,11,2,3,0,76561198872013168,tN1R,0,0,39ee7741554cb1d4
99346,82590,12,3,3,0,76561198309839541,SunPayus,1,0,39ee7741554cb1d4
113915,95167,13,2,3,0,76561198872013168,tN1R,1,0,39ee7741554cb1d4
123302,102884,14,2,2,0,76561198053126645,NertZ,0,0,39ee7741554cb1d4
144143,120217,15,4,2,0,76561198872013168,tN1R,0,1,39ee7741554cb1d4
149766,124720,16,3,2,0,76561198104626893,LNZ,0,1,39ee7741554cb1d4
155537,129430,17,4,2,0,76561198178209109,xfl0ud,0,0,39ee7741554cb1d4
164975,137153,18,4,3,0,76561197977105184,jks,1,0,39ee7741554cb1d4
211721,175810,22,3,3,0,76561198053126645,NertZ,0,0,39ee7741554cb1d4
228940,189967,24,5,2,0,76561198309839541,SunPayus,0,1,39ee7741554cb1d4
240518,199468,25,2,3,0,76561198053126645,NertZ,0,0,39ee7741554cb1d4
