number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,5845,7766,10542,13262,10990,13822,Team A,Team B,0,1,3,2,4000,4000,4000,4450,3400,3450,pistol,pistol,164826,9,Team B,2,0,fe15b9d327fb1796
2,10990,13822,12270,15668,20797,25707,21245,26243,Team A,Team B,1,1,3,2,10400,18600,10200,20200,9800,17300,force-buy,full,147723,7,Team A,3,0,fe15b9d327fb1796
3,21245,26243,22525,28124,24931,31241,25379,31803,Team A,Team B,1,2,3,2,19900,12500,24000,13150,13700,11950,full,force-buy,62122,9,Team B,2,0,fe15b9d327fb1796
4,25379,31803,26659,33584,30105,37743,30553,38330,Team A,Team B,1,3,3,2,13800,18300,1500,24350,700,11300,eco,full,73830,9,Team B,2,0,fe15b9d327fb1796
5,30553,38330,31833,40219,35904,45260,36352,45854,Team A,Team B,1,4,3,2,22600,25050,23700,24750,22200,3500,full,full,86135,9,Team B,2,0,fe15b9d327fb1796
6,36352,45854,37632,47775,42060,53232,42508,53812,Team A,Team B,1,5,3,2,12400,39600,1700,27300,1100,3400,eco,full,91704,9,Team B,2,0,fe15b9d327fb1796
7,42508,53812,43788,55804,53004,66599,53452,67118,Team A,Team B,1,6,3,2,25800,53950,26850,27300,25350,3800,full,full,158935,1,Team B,2,0,fe15b9d327fb1796
8,53452,67118,54732,68945,62076,77815,62524,78474,Team A,Team B,1,7,3,2,18150,69150,13950,28450,8600,18350,semi,full,132957,1,Team B,2,0,fe15b9d327fb1796
9,62524,78474,63804,80353,70789,88782,71237,89328,Team A,Team B,1,8,3,2,26550,65000,29900,28750,20600,6200,full,full,128122,1,Team B,2,0,fe15b9d327fb1796
10,73981,93091,75261,94970,81062,102142,81510,102700,Team A,Team B,1,9,3,2,23850,72600,28500,27850,16400,17150,full,full,112498,9,Team B,2,0,fe15b9d327fb1796
11,81510,102700,82790,104514,85460,107869,85908,108410,Team A,Team B,1,10,3,2,25150,71850,25900,28150,24400,17300,full,full,64247,9,Team B,2,0,fe15b9d327fb1796
12,85908,108410,87188,110332,95719,120469,96263,121111,Team A,Team B,2,10,3,2,18450,68200,19200,25700,18200,18000,force-buy,full,149886,7,Team A,3,0,fe15b9d327fb1796
13,96263,121111,109776,138945,113853,143831,114301,144358,Team A,Team B,3,10,2,3,4000,4000,5050,4200,3550,3400,pistol,pistol,282396,1,Team A,2,0,fe15b9d327fb1796
14,114301,144358,115581,146236,120158,151834,120606,152351,Team A,Team B,3,11,2,3,19450,10400,18400,10500,17300,10100,semi,force-buy,92922,8,Team B,3,0,fe15b9d327fb1796
15,122590,155152,123870,156950,130548,164816,130996,165342,Team A,Team B,4,11,2,3,10350,18050,10500,21850,10100,16850,force-buy,semi,120118,1,Team A,2,0,fe15b9d327fb1796
16,130996,165342,132276,167360,139636,175983,140084,176511,Team A,Team B,4,12,2,3,18950,8800,23500,17650,15700,7900,full,force-buy,132261,12,Team B,3,0,fe15b9d327fb1796
17,140084,176511,141364,178310,149904,188379,149904,188379,Team A,Team B,4,13,2,3,14700,28000,14950,25850,8750,9950,force-buy,full,147512,7,Team B,3,0,fe15b9d327fb1796
