name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
ICY,76561198055109028,35,V.P.,15,2,16,2,13,0.937500,70.833328,60.958332,0.625000,0.666667,4.083333,3,-1,0,0,0,2,0,0,1463,176,98,9,10,9,10,7,5,2,0,0,0,4,8,9,10,7,1,3,4,6,0,1,4,4,1,0,0,0.966843,0.963988,CSGO-o7FGh-chZ3o-3UU8d-UXJuE-mLh8E,0,0,203387ea74a7261b
FL1T,76561197995817501,50,V.P.,18,7,16,10,55,1.125000,87.500000,85.958336,0.750000,0.666667,1.875000,4,-1,0,0,0,1,2,0,2063,344,45,13,14,13,14,11,8,5,3,3,3,5,9,10,11,8,2,3,7,8,0,2,9,3,1,0,0,1.297307,1.044255,CSGO-FHJQ6-SeAZv-ujwtX-ZNoUW-znjPK,1,0,203387ea74a7261b
FL4MUS,76561198014259134,43,V.P.,17,6,18,12,70,0.944444,83.333328,85.708336,0.708333,0.750000,5.000000,2,-1,0,0,0,1,0,0,2057,333,120,6,7,6,7,4,5,2,0,0,0,1,5,6,7,4,3,1,4,4,0,0,9,4,0,0,0,1.181517,0.892950,CSGO-JJhBq-uZc5N-ozDGA-s7FpN-BGSZQ,3,0,203387ea74a7261b
ZywOo,76561198113666193,66,Team Vitality CS2,26,6,16,13,50,1.625000,83.333328,119.833336,1.083333,0.666667,5.125000,5,-1,0,0,0,2,1,0,2876,329,123,14,15,14,15,12,6,3,1,1,1,8,12,13,14,11,0,1,9,3,0,0,7,5,3,0,0,1.659251,1.516109,CSGO-t3F8R-3M9vV-qVikH-JF3PV-9mUCP,4,0,203387ea74a7261b
mezii,76561197973140692,53,Team Vitality CS2,22,3,17,14,63,1.294118,70.833328,81.875000,0.916667,0.708333,2.458333,3,-1,0,0,0,0,0,0,1965,269,59,9,10,9,10,7,7,4,2,2,2,2,6,7,8,5,2,3,4,5,0,2,6,5,2,0,0,1.267822,1.270274,CSGO-wAD3c-ykt5L-zvZ98-vBisR-6sWPA,1,0,203387ea74a7261b
apEX,76561197989744167,29,Team Vitality CS2,11,10,19,7,63,0.578947,58.333332,48.125000,0.458333,0.791667,2.833333,0,-1,0,0,0,1,0,0,1155,245,68,8,9,8,9,6,5,2,0,0,0,3,7,8,9,6,2,3,2,4,0,2,9,1,0,0,0,0.657066,0.577491,CSGO-sOHMo-UY7rP-fjF6r-B8DVS-oxn6J,3,0,203387ea74a7261b
flameZ,76561197978835160,37,Team Vitality CS2,15,5,17,10,66,0.882353,66.666672,70.958336,0.625000,0.708333,10.291667,3,-1,0,0,0,1,0,0,1703,371,247,7,8,7,8,5,5,2,0,0,0,2,6,7,8,5,3,4,2,5,0,1,6,3,1,0,0,0.958676,0.905741,CSGO-6GTQz-fG2FY-HwPO8-TbT3i-vfrVQ,2,0,203387ea74a7261b
electroNic,76561198044045107,32,V.P.,14,5,19,6,42,0.736842,66.666672,58.875000,0.583333,0.791667,3.250000,0,-1,0,0,0,0,0,0,1413,222,78,8,9,8,9,6,6,3,1,1,1,2,6,7,8,5,4,4,2,5,0,1,8,3,0,0,0,0.839587,0.730267,CSGO-V2d2V-CFPGF-ZJkvZ-bDL65-HsnkP,2,0,203387ea74a7261b
fame,76561198080114546,44,V.P.,21,3,19,14,66,1.105263,75.000000,78.875000,0.875000,0.791667,5.291667,2,-1,0,0,0,0,0,0,1893,416,127,10,11,10,11,8,5,2,0,0,0,5,9,10,11,8,2,1,6,4,0,0,8,5,1,0,0,1.208216,1.094799,CSGO-vjGru-yOv3D-iovxr-ZXBEY-CcfiK,4,0,203387ea74a7261b
ropz,76561197991272318,39,Team Vitality CS2,14,8,16,9,64,0.875000,79.166672,71.458336,0.583333,0.666667,11.208333,2,-1,0,0,0,1,0,0,1715,267,269,6,7,6,7,4,5,2,0,0,0,1,5,6,7,4,5,1,2,3,0,0,6,4,0,0,0,1.050169,0.856667,CSGO-nCfX7-54ue9-aC5eV-6Womf-Q6izO,0,0,203387ea74a7261b
