frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
4943,4299,1,3,3,0,76561198872013168,tN1R,0,1,c92c0fe937a29b0e
22073,19002,3,4,2,1,76561198168198200,Ex3rcice,1,4,c92c0fe937a29b0e
22969,19799,3,1,3,0,76561198872013168,tN1R,0,0,c92c0fe937a29b0e
35169,29894,4,4,3,0,76561198872013168,tN1R,0,0,c92c0fe937a29b0e
40875,34310,5,3,2,0,76561198031890115,Lucky,0,0,c92c0fe937a29b0e
51034,42740,6,2,2,0,76561198031890115,Lucky,0,0,c92c0fe937a29b0e
55713,46579,7,5,2,0,76561198045739761,Maka,0,1,c92c0fe937a29b0e
66433,55417,8,2,3,0,76561198104626893,LNZ,0,0,c92c0fe937a29b0e
76964,63688,9,4,2,0,76561198045739761,Maka,0,1,c92c0fe937a29b0e
84318,69648,10,4,2,0,76561198031890115,Lucky,0,0,c92c0fe937a29b0e
91556,75471,11,4,3,0,76561199137143905,yxngstxr,1,0,c92c0fe937a29b0e
102781,84801,12,2,2,0,76561198179538505,Graviti,0,1,c92c0fe937a29b0e
102808,84819,12,1,3,1,76561198104626893,LNZ,1,1,c92c0fe937a29b0e
110193,90655,13,2,2,0,76561198168198200,Ex3rcice,0,0,c92c0fe937a29b0e
116893,95925,14,4,2,0,76561198031890115,Lucky,0,0,c92c0fe937a29b0e
139996,115509,15,5,2,0,76561198309839541,SunPayus,0,2,c92c0fe937a29b0e
145053,119500,16,5,2,0,76561198178209109,xfl0ud,0,0,c92c0fe937a29b0e
164340,135373,18,2,2,0,76561198872013168,tN1R,0,1,c92c0fe937a29b0e
164513,135524,18,1,3,1,76561198168198200,Ex3rcice,1,1,c92c0fe937a29b0e
179978,148288,19,4,3,0,76561198045739761,Maka,1,1,c92c0fe937a29b0e
216837,178980,22,2,3,0,76561198045739761,Maka,0,0,c92c0fe937a29b0e
