number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,222,309,5434,6981,9556,11662,10004,12204,FaZe.clan,paiN Gaming,1,0,3,2,4000,4000,4200,4250,3400,3450,pistol,pistol,147219,8,FaZe.clan,3,0,1d595f30e2271da8
2,10004,12204,32681,38524,35743,42051,36191,42588,FaZe.clan,paiN Gaming,2,0,3,2,18350,10350,20350,2700,17250,1700,semi,eco,387038,8,FaZe.clan,3,0,1d595f30e2271da8
3,36191,42588,37471,44387,47217,55846,47665,56375,FaZe.clan,paiN Gaming,2,1,3,2,20050,21550,24850,22300,13700,21300,full,full,171922,1,paiN Gaming,2,0,1d595f30e2271da8
4,47665,56375,57045,67952,64405,76478,64853,77000,FaZe.clan,paiN Gaming,3,1,3,2,14250,18950,23700,25100,13800,13800,full,full,260684,12,FaZe.clan,3,0,1d595f30e2271da8
5,64853,77000,66133,78802,71613,85244,72061,85762,FaZe.clan,paiN Gaming,4,1,3,2,17600,11750,28000,10000,16350,0,full,semi,106903,7,FaZe.clan,3,0,1d595f30e2271da8
6,72061,85762,73341,87542,79307,94538,79755,95078,FaZe.clan,paiN Gaming,4,2,3,2,20150,28250,24500,26750,19100,25950,full,full,113802,1,paiN Gaming,2,0,1d595f30e2271da8
7,79755,95078,81035,96910,87470,104447,87918,104985,FaZe.clan,paiN Gaming,4,3,3,2,8050,21400,7800,27250,7600,5000,force-buy,full,121491,1,paiN Gaming,2,0,1d595f30e2271da8
8,87918,104985,89198,106763,97735,116786,98183,117318,FaZe.clan,paiN Gaming,4,4,3,2,10550,34800,12200,27150,500,12600,semi,full,153028,1,paiN Gaming,2,0,1d595f30e2271da8
9,98183,117318,99463,119087,103636,124148,104084,124718,FaZe.clan,paiN Gaming,5,4,3,2,22650,40900,27400,27150,18700,13650,full,full,88567,8,FaZe.clan,3,0,1d595f30e2271da8
10,104084,124718,105364,126510,114673,137501,115121,138016,FaZe.clan,paiN Gaming,5,5,3,2,21300,34550,29650,27250,11300,26250,full,full,165762,1,paiN Gaming,2,0,1d595f30e2271da8
11,115121,138016,116401,139859,120390,144829,120838,145435,FaZe.clan,paiN Gaming,6,5,3,2,20100,27000,31250,27250,18150,14650,full,full,88347,8,FaZe.clan,3,0,1d595f30e2271da8
12,120838,145435,122118,147235,128562,154817,129106,155467,FaZe.clan,paiN Gaming,7,5,3,2,19100,19350,33100,19000,9100,18400,full,force-buy,121660,8,FaZe.clan,3,0,1d595f30e2271da8
13,129106,155467,143307,172727,148815,179071,149263,179611,FaZe.clan,paiN Gaming,8,5,2,3,4000,4000,4300,4200,3500,3400,pistol,pistol,306083,9,FaZe.clan,2,0,1d595f30e2271da8
14,149263,179611,150543,181398,155530,187217,155978,187736,FaZe.clan,paiN Gaming,8,6,2,3,18550,10700,20100,10150,18500,9950,full,force-buy,98630,8,paiN Gaming,3,0,1d595f30e2271da8
15,155978,187736,157258,189523,162426,195513,162874,196057,FaZe.clan,paiN Gaming,8,7,2,3,7650,18500,7700,26300,7500,15500,force-buy,full,100847,8,paiN Gaming,3,0,1d595f30e2271da8
16,162874,196057,164154,197772,166506,200587,166954,201159,FaZe.clan,paiN Gaming,8,8,2,3,9650,21350,1000,26700,0,6000,eco,full,58742,8,paiN Gaming,3,0,1d595f30e2271da8
17,166954,201159,168234,203001,173969,209875,174417,210406,FaZe.clan,paiN Gaming,8,9,2,3,21650,33700,22250,29750,21250,7850,full,full,113024,8,paiN Gaming,3,0,1d595f30e2271da8
18,177257,213944,178537,215680,181150,218973,181598,219535,FaZe.clan,paiN Gaming,8,10,2,3,15500,43600,7800,30750,6900,15400,semi,full,65213,8,paiN Gaming,3,0,1d595f30e2271da8
19,181598,219535,182878,221372,189692,229470,190140,230004,FaZe.clan,paiN Gaming,9,10,2,3,25600,45750,26150,30950,25150,4200,full,full,128831,9,FaZe.clan,2,0,1d595f30e2271da8
20,190140,230004,191420,231822,199429,241237,199877,241757,FaZe.clan,paiN Gaming,9,11,2,3,18300,49750,23800,32300,16850,31600,full,full,145663,7,paiN Gaming,3,0,1d595f30e2271da8
21,199877,241757,201157,243608,204674,248013,205122,248563,FaZe.clan,paiN Gaming,9,12,2,3,20050,36850,20750,32100,19750,25350,full,full,81124,8,paiN Gaming,3,0,1d595f30e2271da8
22,205122,248563,206402,250393,212473,257542,212921,258066,FaZe.clan,paiN Gaming,10,12,2,3,17600,28850,17450,31300,16650,9600,force-buy,full,116434,9,FaZe.clan,2,0,1d595f30e2271da8
23,212921,258066,214201,259861,220004,266753,220004,266753,FaZe.clan,paiN Gaming,10,13,2,3,17100,19700,24450,25800,16400,25100,full,full,112648,8,paiN Gaming,3,0,1d595f30e2271da8
