frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
27558,23177,1,4,3,0,76561197991272318,ropz,0,1,299d651349cc6962
55443,46278,2,3,3,0,76561197978835160,flameZ,0,0,299d651349cc6962
62048,51634,3,5,3,0,76561197973140692,mezii,0,0,299d651349cc6962
71890,59486,4,3,3,0,76561197978835160,flameZ,1,0,299d651349cc6962
82520,68205,5,3,2,0,76561197967432889,MAJ3R,0,0,299d651349cc6962
96077,79000,6,3,3,0,76561197991272318,ropz,1,0,299d651349cc6962
121973,100133,8,3,3,0,76561197991272318,ropz,1,0,299d651349cc6962
138107,113073,9,5,3,0,76561198113666193,ZywOo,0,1,299d651349cc6962
146449,119682,10,2,2,0,76561198083485506,woxic,0,0,299d651349cc6962
159153,129540,11,4,3,0,76561197991272318,ropz,0,0,299d651349cc6962
168718,137239,12,4,2,0,76561198083485506,woxic,0,1,299d651349cc6962
187424,152457,13,5,3,0,76561198812513923,Wicadia,0,0,299d651349cc6962
210412,171768,15,2,3,0,76561198044118796,XANTARES,1,0,299d651349cc6962
239363,195483,17,4,2,0,76561197989744167,apEX,0,0,299d651349cc6962
250599,204499,18,3,2,0,76561197973140692,mezii,0,2,299d651349cc6962
250959,204818,18,1,3,1,76561198410750263,jottAAA,1,1,299d651349cc6962
260982,212984,19,3,3,0,76561198044118796,XANTARES,0,0,299d651349cc6962
270335,220544,20,4,3,0,76561198812513923,Wicadia,0,0,299d651349cc6962
280311,228418,21,5,2,0,76561198113666193,ZywOo,0,2,299d651349cc6962
294383,239418,22,3,2,0,76561198113666193,ZywOo,0,0,299d651349cc6962
