number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,227,314,4673,5890,12944,15363,13392,15881,Eternal Fire,G2,0,1,3,2,4000,4000,4050,5100,3450,3450,pistol,pistol,195197,1,G2,2,0,bde29716c3d4329a
2,13392,15881,14672,17633,24242,28734,24690,29259,Eternal Fire,G2,0,2,3,2,10650,19850,11050,19700,10250,18600,force-buy,semi,166714,1,G2,2,0,bde29716c3d4329a
3,24690,29259,25970,31073,34002,40435,34450,40954,Eternal Fire,G2,0,3,3,2,14500,20250,7950,21200,4400,20000,semi,full,144961,1,G2,2,0,bde29716c3d4329a
4,34450,40954,35730,42730,41427,49503,41875,50034,Eternal Fire,G2,0,4,3,2,24900,19550,25800,24700,24500,8900,full,full,110887,9,G2,2,0,bde29716c3d4329a
5,41875,50034,44913,53976,51550,61742,51998,62273,Eternal Fire,G2,0,5,3,2,17700,29000,9850,27650,9050,8600,semi,full,151862,9,G2,2,0,bde29716c3d4329a
6,51998,62273,53278,64107,57578,69234,58026,69774,Eternal Fire,G2,0,6,3,2,26250,38450,26850,27750,25850,7300,full,full,90289,9,G2,2,0,bde29716c3d4329a
7,60028,72174,61308,73833,69430,83283,69878,83809,Eternal Fire,G2,0,7,3,2,18100,49000,12750,27450,11750,16100,semi,full,144092,1,G2,2,0,bde29716c3d4329a
8,69878,83809,71158,85588,78518,94336,78966,94857,Eternal Fire,G2,1,7,3,2,23950,51700,26500,27550,21950,9750,full,full,136543,12,Eternal Fire,3,0,bde29716c3d4329a
9,81410,98087,82690,99778,90197,108500,90645,109043,Eternal Fire,G2,2,7,3,2,19450,48650,21350,27250,19250,20200,semi,full,135065,7,Eternal Fire,3,0,bde29716c3d4329a
10,92629,111238,93909,112707,100991,120077,101439,120468,Eternal Fire,G2,3,7,3,2,19800,41550,27550,27250,16950,26250,full,full,114649,8,Eternal Fire,3,0,bde29716c3d4329a
11,101439,120468,102719,122195,109421,130241,109869,130787,Eternal Fire,G2,4,7,3,2,20000,28300,25250,26250,17900,25250,full,full,126763,8,Eternal Fire,3,0,bde29716c3d4329a
12,109869,130787,111149,132605,117871,140694,118415,141343,Eternal Fire,G2,5,7,3,2,20750,18150,30350,18350,16000,17350,full,force-buy,128501,7,Eternal Fire,3,0,bde29716c3d4329a
13,118415,141343,131148,156993,135421,161859,135869,162399,Eternal Fire,G2,6,7,2,3,4000,4000,4300,4000,3300,3400,pistol,pistol,266109,9,Eternal Fire,2,0,bde29716c3d4329a
14,135869,162399,137149,164395,144232,172829,144680,173345,Eternal Fire,G2,7,7,2,3,18450,10700,19600,9900,17450,9700,semi,force-buy,135285,1,Eternal Fire,2,0,bde29716c3d4329a
15,144680,173345,145960,175040,153313,183698,153761,184259,Eternal Fire,G2,8,7,2,3,20600,13000,21800,5450,5500,2300,full,semi,134286,1,Eternal Fire,2,0,bde29716c3d4329a
16,153761,184259,155041,186105,161887,194261,162335,194784,Eternal Fire,G2,8,8,2,3,34400,25500,25300,27300,10350,25050,full,full,129734,8,G2,3,0,bde29716c3d4329a
17,162335,194784,163615,196636,170498,204869,170946,205406,Eternal Fire,G2,9,8,2,3,31750,17800,27350,26050,26650,15400,full,full,130810,9,Eternal Fire,2,0,bde29716c3d4329a
18,170946,205406,172226,207219,176986,212669,177434,213219,Eternal Fire,G2,10,8,2,3,22750,15000,26350,6050,19600,6050,full,semi,94207,9,Eternal Fire,2,0,bde29716c3d4329a
19,179566,215984,180846,217725,185771,223619,186219,224153,Eternal Fire,G2,10,9,2,3,20900,23750,27450,24350,8200,23350,full,full,99032,8,G2,3,0,bde29716c3d4329a
20,188902,227631,190182,229282,194178,234184,194626,234718,Eternal Fire,G2,10,10,2,3,19800,18150,18400,28050,18600,10000,force-buy,full,84997,8,G2,3,0,bde29716c3d4329a
21,194626,234718,195906,236454,203266,244892,203714,245422,Eternal Fire,G2,10,11,2,3,11600,25500,3950,28300,3750,13800,eco,full,131965,12,G2,3,0,bde29716c3d4329a
22,205902,248148,207182,249845,215752,259865,216200,260392,Eternal Fire,G2,11,11,2,3,17750,28950,22050,28550,17250,8550,full,full,151979,1,Eternal Fire,2,0,bde29716c3d4329a
23,216200,260392,217480,262134,225620,271820,226068,272356,Eternal Fire,G2,12,11,2,3,19200,27700,24800,29800,10350,17150,full,full,148230,9,Eternal Fire,2,0,bde29716c3d4329a
24,226068,272356,227348,274104,233945,281976,233945,281976,Eternal Fire,G2,13,11,2,3,24800,13750,27950,21400,20700,20400,full,force-buy,124779,1,Eternal Fire,2,0,bde29716c3d4329a
