frame,tick,round,opponents,player_side,won,steamid,name,survived,kill_count,checksum
198140,157722,19,2,2,0,76561197977105184,jks,0,0,a1520cf31fd7bfc
206382,164193,20,4,2,0,76561198001151695,NAF-FLY,0,0,a1520cf31fd7bfc
214569,170095,21,5,2,0,76561197977105184,jks,0,1,a1520cf31fd7bfc
16715,13572,1,3,2,0,76561198183003671,Swisher,0,0,66dfc3308bcd96b
24321,19443,2,4,3,0,76561198080703143,malbsMd,1,0,66dfc3308bcd96b
35456,28491,3,2,3,0,76561198068002993,HeavyGod,1,0,66dfc3308bcd96b
56903,45852,5,4,2,0,76561198064353169,slaxz-,0,1,66dfc3308bcd96b
83278,67201,7,2,3,0,76561198068002993,HeavyGod,0,1,66dfc3308bcd96b
83567,67461,7,1,2,1,76561198064353169,slaxz-,1,1,66dfc3308bcd96b
94754,76491,8,4,2,0,76561198064353169,slaxz-,0,0,66dfc3308bcd96b
99791,80235,9,4,2,0,76561198183003671,Swisher,0,0,66dfc3308bcd96b
107564,86477,10,5,2,0,76561198190463461,s1n,0,0,66dfc3308bcd96b
114043,91384,11,4,2,0,76561198337484196,Lake,0,0,66dfc3308bcd96b
123787,98847,12,5,2,0,76561198190463461,s1n,0,0,66dfc3308bcd96b
145538,116346,13,5,3,0,76561198190463461,s1n,0,0,66dfc3308bcd96b
156702,125266,14,4,3,0,76561198337484196,Lake,1,1,66dfc3308bcd96b
164263,131364,15,4,3,0,76561198064353169,slaxz-,0,1,66dfc3308bcd96b
169154,134962,16,3,3,0,76561198183003671,Swisher,0,1,66dfc3308bcd96b
176463,140537,17,4,2,0,76561198074762801,m0NESY,1,1,66dfc3308bcd96b
196547,156829,18,5,2,0,76561198068002993,HeavyGod,0,0,66dfc3308bcd96b
204208,162997,19,4,2,0,76561198080703143,malbsMd,0,0,66dfc3308bcd96b
213744,170443,20,3,2,0,76561198012872053,huNter,0,0,66dfc3308bcd96b
220180,175458,21,3,2,0,76561198012872053,huNter,0,0,66dfc3308bcd96b
228349,181826,22,2,3,0,76561198064353169,slaxz-,0,0,66dfc3308bcd96b
7524,6292,1,2,2,1,76561198074762801,m0NESY,1,2,575cfb3abbbed6c3
8859,7485,1,1,3,0,76561198064353169,slaxz-,0,0,575cfb3abbbed6c3
18474,15229,2,3,2,0,76561198012872053,huNter,0,1,575cfb3abbbed6c3
28624,23526,3,4,2,0,76561198012872053,huNter,0,3,575cfb3abbbed6c3
32776,27180,3,1,3,1,76561198334814829,reck,1,1,575cfb3abbbed6c3
45229,37204,4,2,2,0,76561198080703143,malbsMd,1,2,575cfb3abbbed6c3
45832,37740,4,1,3,1,76561198334814829,reck,0,0,575cfb3abbbed6c3
70603,57251,6,4,2,0,76561198068002993,HeavyGod,0,0,575cfb3abbbed6c3
81220,65728,7,2,3,0,76561198337484196,Lake,1,0,575cfb3abbbed6c3
93231,74965,8,5,2,0,76561198068002993,HeavyGod,1,0,575cfb3abbbed6c3
110186,88622,9,5,2,0,76561198068002993,HeavyGod,0,1,575cfb3abbbed6c3
113784,91320,10,5,2,0,76561198068002993,HeavyGod,0,0,575cfb3abbbed6c3
125638,100684,11,3,3,0,76561198190463461,s1n,0,1,575cfb3abbbed6c3
136785,109527,12,3,2,0,76561198080703143,malbsMd,0,0,575cfb3abbbed6c3
158753,127528,13,4,2,0,76561198334814829,reck,0,0,575cfb3abbbed6c3
163286,131074,14,5,2,0,76561198190463461,s1n,0,0,575cfb3abbbed6c3
175121,140759,15,3,3,0,76561198080703143,malbsMd,1,0,575cfb3abbbed6c3
202747,162931,17,3,2,0,76561198190463461,s1n,0,1,575cfb3abbbed6c3
214563,172257,18,2,2,0,76561198337484196,Lake,0,0,575cfb3abbbed6c3
223310,179329,19,4,2,0,76561198190463461,s1n,0,2,575cfb3abbbed6c3
234606,188294,20,5,2,0,76561198190463461,s1n,0,1,575cfb3abbbed6c3
240092,192452,21,4,2,0,76561198334814829,reck,0,0,575cfb3abbbed6c3
251830,201854,22,3,3,0,76561198068002993,HeavyGod,0,1,575cfb3abbbed6c3
263600,211103,23,5,2,0,76561198190463461,s1n,0,1,575cfb3abbbed6c3
276133,221152,24,2,3,1,76561197982141573,Snax,1,2,575cfb3abbbed6c3
276215,221224,24,1,2,0,76561198337484196,Lake,0,0,575cfb3abbbed6c3
5392,4468,1,2,3,1,76561198113666193,ZywOo,1,2,ed82f20da8e6c3e8
5963,4979,1,1,2,0,76561198355739212,torzsi,0,0,ed82f20da8e6c3e8
14945,12294,2,5,2,0,76561198193174134,xertioN,0,1,ed82f20da8e6c3e8
24311,19886,3,3,3,0,76561197991272318,ropz,0,1,ed82f20da8e6c3e8
43797,35652,5,4,3,0,76561197978835160,flameZ,1,1,ed82f20da8e6c3e8
62970,51215,7,3,2,0,76561198355739212,torzsi,0,1,ed82f20da8e6c3e8
69716,56340,8,3,3,0,76561197978835160,flameZ,0,0,ed82f20da8e6c3e8
78844,63407,9,4,3,0,76561198113666193,ZywOo,1,0,ed82f20da8e6c3e8
87774,70747,10,3,3,0,76561197991272318,ropz,0,1,ed82f20da8e6c3e8
96884,78026,11,3,2,0,76561198193174134,xertioN,0,0,ed82f20da8e6c3e8
107581,86482,12,3,3,0,76561197978835160,flameZ,0,0,ed82f20da8e6c3e8
129885,104632,13,5,3,0,76561198855375325,Jimpphat,1,3,ed82f20da8e6c3e8
159875,128714,16,4,2,0,76561197973140692,mezii,0,0,ed82f20da8e6c3e8
166984,134184,17,4,2,0,76561198113666193,ZywOo,0,1,ed82f20da8e6c3e8
176619,142039,18,5,2,0,76561197991272318,ropz,0,1,ed82f20da8e6c3e8
190323,152887,19,2,2,0,76561197989744167,apEX,0,0,ed82f20da8e6c3e8
196397,157505,20,5,3,0,76561198855375325,Jimpphat,1,1,ed82f20da8e6c3e8
220959,177005,22,4,3,0,76561198355739212,torzsi,0,0,ed82f20da8e6c3e8
228815,183355,23,3,3,0,76561198138828475,Brollan,1,1,ed82f20da8e6c3e8
245049,196567,24,4,3,0,76561198138828475,Brollan,0,0,ed82f20da8e6c3e8
18820,15814,1,2,2,0,76561197991272318,ropz,0,1,18034f73d2236d5d
19501,16428,1,1,3,1,76561198855375325,Jimpphat,1,1,18034f73d2236d5d
27013,22417,2,2,3,0,76561198355739212,torzsi,0,0,18034f73d2236d5d
46595,38131,4,5,3,0,76561198355739212,torzsi,1,0,18034f73d2236d5d
72256,58597,6,3,2,0,76561198113666193,ZywOo,0,0,18034f73d2236d5d
88827,71467,8,3,2,0,76561197989744167,apEX,0,1,18034f73d2236d5d
102963,82909,9,2,2,0,76561197973140692,mezii,0,0,18034f73d2236d5d
115932,93043,10,3,2,0,76561198113666193,ZywOo,0,0,18034f73d2236d5d
125593,100841,11,4,2,0,76561197991272318,ropz,0,0,18034f73d2236d5d
139707,112030,12,2,2,1,76561197973140692,mezii,0,2,18034f73d2236d5d
139770,112086,12,1,3,0,76561198355739212,torzsi,0,0,18034f73d2236d5d
166041,133601,13,4,2,0,76561198063336407,Spinx,0,0,18034f73d2236d5d
175302,141073,14,2,2,1,76561198063336407,Spinx,0,1,18034f73d2236d5d
175747,141472,14,1,3,0,76561197991272318,ropz,1,1,18034f73d2236d5d
189466,152855,15,4,3,0,76561197978835160,flameZ,1,0,18034f73d2236d5d
198441,160235,16,5,3,0,76561197991272318,ropz,0,0,18034f73d2236d5d
211156,170654,17,4,2,0,76561198855375325,Jimpphat,0,0,18034f73d2236d5d
222901,179936,18,2,3,1,76561198113666193,ZywOo,1,2,18034f73d2236d5d
222936,179965,18,1,2,0,76561198193174134,xertioN,0,0,18034f73d2236d5d
231788,186497,19,4,2,0,76561198193174134,xertioN,0,1,18034f73d2236d5d
242880,195515,20,4,2,0,76561198063336407,Spinx,0,0,18034f73d2236d5d
252111,202729,21,2,3,0,76561197978835160,flameZ,0,0,18034f73d2236d5d
275342,221365,23,3,2,0,76561198193174134,xertioN,0,0,18034f73d2236d5d
283573,227631,24,5,2,0,76561198355739212,torzsi,0,1,18034f73d2236d5d
17805,14279,1,4,2,0,76561197995817501,FL1T,1,0,6fc64938652a32cf
50477,39954,4,3,2,0,76561197995817501,FL1T,0,0,6fc64938652a32cf
82652,65717,6,4,2,0,76561198055109028,ICY,1,1,6fc64938652a32cf
94998,75855,7,3,2,0,76561198055109028,ICY,0,0,6fc64938652a32cf
102902,82004,8,3,2,0,76561198014259134,FL4MUS,0,0,6fc64938652a32cf
112339,89166,9,2,3,0,76561198081484775,sh1ro,0,0,6fc64938652a32cf
126987,101013,10,2,3,0,76561198386265483,donk,1,0,6fc64938652a32cf
135093,107493,11,4,2,0,76561198055109028,ICY,0,0,6fc64938652a32cf
144128,114722,12,4,2,0,76561197995817501,FL1T,0,0,6fc64938652a32cf
164459,130871,13,4,2,0,76561198045898864,chopper,0,3,6fc64938652a32cf
166156,132405,13,1,3,1,76561198014259134,FL4MUS,1,1,6fc64938652a32cf
173505,138103,14,4,2,0,76561199063238565,magixx,0,0,6fc64938652a32cf
180398,143370,15,4,3,0,76561198055109028,ICY,1,0,6fc64938652a32cf
192887,153347,16,5,3,0,76561198014259134,FL4MUS,0,0,6fc64938652a32cf
201300,159762,17,3,3,0,76561198044045107,electronic,0,0,6fc64938652a32cf
208771,165367,18,3,2,0,76561198995880877,zont1x,0,0,6fc64938652a32cf
221944,175808,19,5,3,0,76561197995817501,FL1T,1,2,6fc64938652a32cf
233626,185429,20,3,2,0,76561199063238565,magixx,0,0,6fc64938652a32cf
247155,196387,21,2,3,0,76561198014259134,FL4MUS,0,0,6fc64938652a32cf
258761,205398,22,5,3,0,76561198014259134,FL4MUS,0,0,6fc64938652a32cf
17754,14480,1,5,2,0,76561198055109028,ICY,0,2,82cb88175f50da9d
26162,21335,2,5,2,0,76561197995817501,FL1T,0,0,82cb88175f50da9d
51093,41416,4,3,3,0,76561198081484775,sh1ro,0,0,82cb88175f50da9d
59463,48036,5,3,3,0,76561198995880877,zont1x,0,0,82cb88175f50da9d
74786,60290,6,3,2,0,76561197995817501,FL1T,0,1,82cb88175f50da9d
87342,70287,7,2,2,1,76561198055109028,ICY,0,1,82cb88175f50da9d
88184,71027,7,1,3,0,76561198386265483,donk,1,1,82cb88175f50da9d
104631,84557,8,2,3,0,76561198081484775,sh1ro,1,0,82cb88175f50da9d
116637,94013,9,2,3,1,76561199063238565,magixx,0,1,82cb88175f50da9d
117132,94438,9,1,2,0,76561198014259134,FL4MUS,1,1,82cb88175f50da9d
132348,106733,10,4,2,0,76561198080114546,fame,0,1,82cb88175f50da9d
137048,110304,11,5,2,0,76561197995817501,FL1T,0,0,82cb88175f50da9d
146516,117525,12,2,2,1,76561198055109028,ICY,0,2,82cb88175f50da9d
147774,118637,12,1,3,0,76561198081484775,sh1ro,0,0,82cb88175f50da9d
168676,135587,13,3,2,0,76561198386265483,donk,0,1,82cb88175f50da9d
173569,139436,14,4,2,0,76561198386265483,donk,0,0,82cb88175f50da9d
179299,143782,15,3,3,0,76561198014259134,FL4MUS,1,0,82cb88175f50da9d
204971,164485,17,2,3,0,76561198055109028,ICY,0,1,82cb88175f50da9d
205223,164713,17,1,2,1,76561198081484775,sh1ro,1,1,82cb88175f50da9d
214051,171889,18,2,3,0,76561198014259134,FL4MUS,0,0,82cb88175f50da9d
240432,193062,20,3,3,0,76561198055109028,ICY,0,0,82cb88175f50da9d
248996,199829,21,4,2,0,76561198995880877,zont1x,1,3,82cb88175f50da9d
252236,202708,21,1,3,0,76561197995817501,FL1T,1,0,82cb88175f50da9d
264000,211856,22,5,3,0,76561198014259134,FL4MUS,0,0,82cb88175f50da9d
7122,5936,1,5,2,0,76561197967432889,MAJ3R,0,1,c012dade27b4d14e
29915,24843,3,4,3,0,76561198013243326,Aleksib,0,0,c012dade27b4d14e
40732,33815,4,4,3,0,76561198050250233,iM,0,0,c012dade27b4d14e
53638,44232,5,4,2,0,76561198083485506,woxic,0,1,c012dade27b4d14e
82579,67870,7,2,3,0,76561198013243326,Aleksib,0,0,c012dade27b4d14e
92420,75829,8,2,3,0,76561198246607476,b1t,1,0,c012dade27b4d14e
116352,95358,10,2,2,1,76561198083485506,woxic,0,1,c012dade27b4d14e
116368,95372,10,1,3,0,76561199063068840,w0nderful,0,1,c012dade27b4d14e
130075,106477,11,2,2,0,76561198083485506,woxic,0,1,c012dade27b4d14e
130282,106663,11,1,3,1,76561198246607476,b1t,1,1,c012dade27b4d14e
138784,113476,12,3,2,0,76561198083485506,woxic,0,1,c012dade27b4d14e
162786,133821,13,2,3,0,76561198410750263,jottAAA,1,0,c012dade27b4d14e
192290,158083,16,4,2,0,76561198176878303,jL,0,1,c012dade27b4d14e
205922,169150,17,5,2,0,76561198050250233,iM,1,1,c012dade27b4d14e
217635,178948,18,4,3,0,76561198044118796,XANTARES,1,0,c012dade27b4d14e
233842,192332,19,3,2,0,76561198013243326,Aleksib,0,0,c012dade27b4d14e
242216,199147,20,4,2,0,76561198013243326,Aleksib,0,0,c012dade27b4d14e
252964,208015,21,5,2,0,76561198176878303,jL,0,0,c012dade27b4d14e
262044,215429,22,4,2,0,76561198176878303,jL,0,0,c012dade27b4d14e
14576,12313,1,4,2,0,76561198176878303,jL,0,0,7f818e63ddcc876d
22349,18724,2,4,2,0,76561198176878303,jL,0,0,7f818e63ddcc876d
28415,23622,3,2,2,0,76561198013243326,Aleksib,0,0,7f818e63ddcc876d
39999,33237,4,3,2,0,76561198013243326,Aleksib,0,2,7f818e63ddcc876d
40177,33397,4,1,3,1,76561197967432889,MAJ3R,1,1,7f818e63ddcc876d
54463,45206,5,2,3,0,76561197967432889,MAJ3R,0,0,7f818e63ddcc876d
62925,52249,6,2,3,0,76561198410750263,jottAAA,0,0,7f818e63ddcc876d
73004,60693,7,2,2,1,76561198050250233,iM,1,2,7f818e63ddcc876d
73141,60820,7,1,3,0,76561197967432889,MAJ3R,0,0,7f818e63ddcc876d
85837,71265,8,2,3,1,76561198812513923,Wicadia,1,0,7f818e63ddcc876d
95102,78710,9,4,2,0,76561198013243326,Aleksib,0,1,7f818e63ddcc876d
104188,86090,10,4,2,0,76561199063068840,w0nderful,0,0,7f818e63ddcc876d
109279,89987,11,4,2,0,76561199063068840,w0nderful,0,0,7f818e63ddcc876d
120474,99251,12,5,2,0,76561198013243326,Aleksib,0,0,7f818e63ddcc876d
139553,115208,13,2,3,1,76561199063068840,w0nderful,1,2,7f818e63ddcc876d
139820,115449,13,1,2,0,76561198812513923,Wicadia,0,0,7f818e63ddcc876d
147075,121374,14,5,2,0,76561198083485506,woxic,0,0,7f818e63ddcc876d
152685,125802,15,3,3,0,76561198013243326,Aleksib,0,0,7f818e63ddcc876d
159991,131673,16,5,3,0,76561198176878303,jL,0,0,7f818e63ddcc876d
171736,141203,17,5,3,0,76561199063068840,w0nderful,0,0,7f818e63ddcc876d
179343,147177,18,5,3,0,76561198176878303,jL,0,0,7f818e63ddcc876d
8861,7180,1,4,3,0,76561198068002993,HeavyGod,0,1,89b8802513b7153c
13743,10738,2,5,3,0,76561198068002993,HeavyGod,0,0,89b8802513b7153c
23774,18686,3,2,2,1,76561199203563345,910,0,1,89b8802513b7153c
23963,18853,3,1,3,0,76561198074762801,m0NESY,0,1,89b8802513b7153c
44444,34984,5,4,2,0,76561198920720017,Senzu,0,1,89b8802513b7153c
54500,42769,6,4,2,1,76561198966340160,Techno4K,0,1,89b8802513b7153c
68239,53653,7,2,2,0,76561198838822582,mzinho,0,1,89b8802513b7153c
68815,54155,7,1,3,1,76561197982141573,Snax,1,1,89b8802513b7153c
81745,64417,8,4,2,0,76561198959824088,bLitz,0,0,89b8802513b7153c
86737,68123,9,5,2,0,76561199203563345,910,0,0,89b8802513b7153c
96854,76208,10,2,2,0,76561198920720017,Senzu,1,1,89b8802513b7153c
97386,76690,10,1,3,0,76561198080703143,malbsMd,1,0,89b8802513b7153c
120183,94451,12,2,2,0,76561198959824088,bLitz,0,0,89b8802513b7153c
141564,111930,13,4,3,0,76561198920720017,Senzu,0,0,89b8802513b7153c
147662,116682,14,3,3,0,76561198920720017,Senzu,0,0,89b8802513b7153c
158542,125208,15,3,3,0,76561198838822582,mzinho,1,0,89b8802513b7153c
186375,147226,17,4,2,0,76561198012872053,huNter,0,0,89b8802513b7153c
192205,151443,18,4,2,0,76561198012872053,huNter,1,0,89b8802513b7153c
207530,163224,19,3,2,0,76561197982141573,Snax,1,1,89b8802513b7153c
214787,168800,20,4,2,0,76561198068002993,HeavyGod,0,3,89b8802513b7153c
215358,169291,20,1,3,1,76561198959824088,bLitz,1,1,89b8802513b7153c
225681,177384,21,2,3,0,76561199203563345,910,0,1,89b8802513b7153c
227637,179092,21,1,2,1,76561198074762801,m0NESY,1,1,89b8802513b7153c
237759,187182,22,3,2,0,76561198074762801,m0NESY,0,0,89b8802513b7153c
242421,190557,23,3,2,0,76561198068002993,HeavyGod,0,1,89b8802513b7153c
258142,202642,24,2,2,1,76561198068002993,HeavyGod,1,2,89b8802513b7153c
258218,202711,24,1,3,0,76561198966340160,Techno4K,0,0,89b8802513b7153c
11369,8888,1,4,2,0,76561198959824088,bLitz,0,1,2b62c64f76b4b07b
21397,16761,2,4,2,0,76561198966340160,Techno4K,0,1,2b62c64f76b4b07b
27264,21176,3,5,2,0,76561198959824088,bLitz,0,0,2b62c64f76b4b07b
51157,40307,5,2,3,0,76561197982141573,Snax,0,0,2b62c64f76b4b07b
64060,50565,6,3,2,0,76561198959824088,bLitz,0,0,2b62c64f76b4b07b
77758,61387,7,3,2,0,76561198959824088,bLitz,0,1,2b62c64f76b4b07b
78180,61746,7,1,3,1,76561198068002993,HeavyGod,1,1,2b62c64f76b4b07b
87527,69107,8,4,2,0,76561199203563345,910,0,0,2b62c64f76b4b07b
96644,76208,9,2,2,0,76561199203563345,910,0,1,2b62c64f76b4b07b
96759,76310,9,1,3,1,76561197982141573,Snax,1,1,2b62c64f76b4b07b
110153,86592,10,4,2,0,76561198966340160,Techno4K,0,0,2b62c64f76b4b07b
120307,94588,11,4,2,0,76561198966340160,Techno4K,0,1,2b62c64f76b4b07b
126040,98759,12,2,3,0,76561198074762801,m0NESY,0,1,2b62c64f76b4b07b
126787,99407,12,1,2,1,76561198966340160,Techno4K,1,1,2b62c64f76b4b07b
154283,120450,13,2,3,0,76561199203563345,910,0,0,2b62c64f76b4b07b
160119,124961,14,2,3,0,76561198920720017,Senzu,0,0,2b62c64f76b4b07b
168914,131968,15,4,3,0,76561198920720017,Senzu,0,0,2b62c64f76b4b07b
176181,137339,16,4,2,0,76561197982141573,Snax,0,1,2b62c64f76b4b07b
187896,146724,17,3,3,0,76561198959824088,bLitz,0,0,2b62c64f76b4b07b
12086,10179,1,4,3,0,76561198193174134,xertioN,0,0,9240d42e02192d11
22149,18424,2,3,3,0,76561198063336407,Spinx,0,2,9240d42e02192d11
22265,18529,2,1,2,1,76561198074762801,m0NESY,1,1,9240d42e02192d11
33538,27820,3,5,3,0,76561198193174134,xertioN,0,0,9240d42e02192d11
41134,33755,4,4,2,0,76561198080703143,malbsMd,0,1,9240d42e02192d11
52590,43041,5,4,2,0,76561197982141573,Snax,0,1,9240d42e02192d11
63031,51518,6,5,2,0,76561198068002993,HeavyGod,0,0,9240d42e02192d11
75710,61648,7,5,2,0,76561198080703143,malbsMd,0,0,9240d42e02192d11
82499,66900,8,5,2,0,76561198080703143,malbsMd,0,0,9240d42e02192d11
107742,87260,10,4,2,0,76561198068002993,HeavyGod,0,1,9240d42e02192d11
121796,98766,11,3,3,0,76561198355739212,torzsi,1,0,9240d42e02192d11
134622,109013,12,2,3,0,76561198355739212,torzsi,0,1,9240d42e02192d11
134711,109090,12,1,2,1,76561198012872053,huNter,0,1,9240d42e02192d11
173576,140652,14,5,3,0,76561197982141573,Snax,1,0,9240d42e02192d11
198916,161619,16,3,3,0,76561198068002993,HeavyGod,1,0,9240d42e02192d11
227031,184569,18,4,2,0,76561198138828475,Brollan,1,1,9240d42e02192d11
242065,196844,19,2,2,0,76561198855375325,Jimpphat,0,1,9240d42e02192d11
242108,196883,19,1,3,1,76561198012872053,huNter,1,1,9240d42e02192d11
254911,207362,20,2,3,0,76561198068002993,HeavyGod,0,0,9240d42e02192d11
263587,214288,21,5,3,0,76561198068002993,HeavyGod,0,0,9240d42e02192d11
11473,9606,1,3,2,0,76561198193174134,xertioN,0,1,1028a0578e67539
19738,16467,2,3,2,0,76561198855375325,Jimpphat,0,0,1028a0578e67539
27414,22575,3,4,3,0,76561198012872053,huNter,1,0,1028a0578e67539
37654,31100,4,5,3,0,76561197982141573,Snax,0,0,1028a0578e67539
50403,41698,5,4,3,0,76561198068002993,HeavyGod,0,0,1028a0578e67539
54439,44868,6,4,3,0,76561198012872053,huNter,0,0,1028a0578e67539
68437,56187,7,4,2,0,76561198063336407,Spinx,1,0,1028a0578e67539
74063,60388,8,4,3,0,76561198068002993,HeavyGod,1,2,1028a0578e67539
109538,89188,9,3,3,0,76561198080703143,malbsMd,0,0,1028a0578e67539
121769,99292,10,3,3,0,76561198080703143,malbsMd,0,0,1028a0578e67539
131455,107143,11,4,2,1,76561198138828475,Brollan,0,3,1028a0578e67539
131805,107456,11,1,3,0,76561198074762801,m0NESY,0,1,1028a0578e67539
145545,118517,12,3,2,1,76561198355739212,torzsi,1,3,1028a0578e67539
145868,118803,12,1,3,0,76561198074762801,m0NESY,0,0,1028a0578e67539
167882,136694,13,5,2,0,76561198012872053,huNter,0,1,1028a0578e67539
174330,141886,14,5,2,0,76561198012872053,huNter,0,0,1028a0578e67539
184984,150611,15,3,2,0,76561198068002993,HeavyGod,0,0,1028a0578e67539
192991,156830,16,3,2,0,76561197982141573,Snax,0,0,1028a0578e67539
26781,21479,2,4,3,0,76561199063068840,w0nderful,1,0,6887b61a0849c630
50429,40344,4,4,2,0,76561198081484775,sh1ro,0,2,6887b61a0849c630
62303,49761,5,5,3,0,76561198176878303,jL,0,2,6887b61a0849c630
71501,57219,6,3,3,0,76561198050250233,iM,0,1,6887b61a0849c630
83479,66702,7,5,3,0,76561198246607476,b1t,0,1,6887b61a0849c630
94428,75520,8,3,2,0,76561198045898864,chopper,0,0,6887b61a0849c630
118322,94062,10,5,2,0,76561198081484775,sh1ro,1,1,6887b61a0849c630
139263,111296,11,5,2,0,76561198081484775,sh1ro,0,0,6887b61a0849c630
149164,119119,12,3,3,0,76561199063068840,w0nderful,0,0,6887b61a0849c630
171003,137270,13,2,2,0,76561199063068840,w0nderful,0,0,6887b61a0849c630
181889,146298,14,5,2,0,76561199063068840,w0nderful,0,2,6887b61a0849c630
195019,156680,15,4,3,0,76561198081484775,sh1ro,0,0,6887b61a0849c630
202146,162190,16,5,2,0,76561198176878303,jL,0,0,6887b61a0849c630
212555,170392,17,5,2,0,76561199063068840,w0nderful,0,0,6887b61a0849c630
249658,199757,20,3,2,0,76561198246607476,b1t,0,1,6887b61a0849c630
6932,5621,1,2,2,0,76561198176878303,jL,0,1,1ab055992fa6adf5
7017,5696,1,1,3,1,76561198386265483,donk,1,1,1ab055992fa6adf5
16382,13262,2,5,2,0,76561198246607476,b1t,0,0,1ab055992fa6adf5
25132,20153,3,5,2,0,76561198013243326,Aleksib,0,1,1ab055992fa6adf5
35538,28537,4,3,2,0,76561199063068840,w0nderful,0,1,1ab055992fa6adf5
46017,36674,5,2,2,1,76561198013243326,Aleksib,1,2,1ab055992fa6adf5
46058,36712,5,1,3,0,76561198045898864,chopper,0,0,1ab055992fa6adf5
62997,49986,6,3,2,0,76561198013243326,Aleksib,0,1,1ab055992fa6adf5
85570,67731,8,4,2,0,76561198050250233,iM,0,0,1ab055992fa6adf5
121528,96390,11,3,2,1,76561198013243326,Aleksib,0,2,1ab055992fa6adf5
122103,96895,11,1,3,0,76561198081484775,sh1ro,1,1,1ab055992fa6adf5
127531,100972,12,4,2,0,76561199063068840,w0nderful,0,0,1ab055992fa6adf5
151869,121307,13,4,2,0,76561198081484775,sh1ro,0,0,1ab055992fa6adf5
160475,128091,14,4,2,0,76561198045898864,chopper,0,0,1ab055992fa6adf5
170879,136136,15,3,3,0,76561198050250233,iM,0,0,1ab055992fa6adf5
182042,144687,16,3,3,0,76561198246607476,b1t,0,0,1ab055992fa6adf5
206203,164008,18,2,2,1,76561198081484775,sh1ro,1,2,1ab055992fa6adf5
211429,168617,18,1,3,0,76561198176878303,jL,0,0,1ab055992fa6adf5
220169,175425,19,5,3,0,76561198013243326,Aleksib,0,0,1ab055992fa6adf5
10638,8517,1,2,2,0,76561198355739212,torzsi,0,0,73d5c08c045186c6
20891,16914,2,2,3,0,76561198044118796,XANTARES,0,1,73d5c08c045186c6
21083,17085,2,1,2,1,76561198355739212,torzsi,1,1,73d5c08c045186c6
28771,23270,3,5,3,0,76561197967432889,MAJ3R,1,1,73d5c08c045186c6
38523,31352,4,5,3,0,76561198083485506,woxic,0,0,73d5c08c045186c6
50277,41072,5,2,3,0,76561198410750263,jottAAA,0,0,73d5c08c045186c6
62078,50937,6,4,3,0,76561198044118796,XANTARES,0,0,73d5c08c045186c6
73136,59687,7,5,2,0,76561198193174134,xertioN,0,0,73d5c08c045186c6
84338,68579,8,5,3,0,76561198083485506,woxic,0,0,73d5c08c045186c6
94173,76607,9,4,2,0,76561198063336407,Spinx,1,1,73d5c08c045186c6
107450,87265,10,4,3,0,76561198083485506,woxic,0,1,73d5c08c045186c6
126670,103352,11,4,3,0,76561197967432889,MAJ3R,1,0,73d5c08c045186c6
136143,111039,12,3,3,0,76561197967432889,MAJ3R,0,0,73d5c08c045186c6
157368,128279,13,3,3,0,76561198193174134,xertioN,0,0,73d5c08c045186c6
161971,131809,14,3,3,0,76561198355739212,torzsi,0,0,73d5c08c045186c6
173551,141481,15,4,3,0,76561198138828475,Brollan,1,0,73d5c08c045186c6
183241,149326,16,3,2,0,76561198812513923,Wicadia,0,0,73d5c08c045186c6
206001,167643,18,2,2,1,76561198812513923,Wicadia,1,2,73d5c08c045186c6
207273,168762,18,1,3,0,76561198855375325,Jimpphat,0,0,73d5c08c045186c6
215910,175731,19,3,3,0,76561198355739212,torzsi,1,1,73d5c08c045186c6
233368,189879,20,5,3,0,76561198855375325,Jimpphat,0,1,73d5c08c045186c6
244302,198824,21,3,2,0,76561198083485506,woxic,0,0,73d5c08c045186c6
258837,210251,23,3,2,0,76561198410750263,jottAAA,0,0,73d5c08c045186c6
268742,218287,24,3,2,0,76561197967432889,MAJ3R,0,0,73d5c08c045186c6
16491,13966,1,2,2,0,76561198410750263,jottAAA,0,0,1223521aaa5d5286
22304,18684,2,4,2,0,76561198044118796,XANTARES,0,0,1223521aaa5d5286
30069,24768,3,5,2,0,76561198083485506,woxic,0,2,1223521aaa5d5286
41286,33902,4,2,3,0,76561198138828475,Brollan,0,0,1223521aaa5d5286
49501,40513,5,3,2,0,76561198083485506,woxic,0,0,1223521aaa5d5286
69537,56863,7,3,3,0,76561198855375325,Jimpphat,0,1,1223521aaa5d5286
78426,64192,8,4,3,0,76561198063336407,Spinx,0,0,1223521aaa5d5286
91294,74417,9,3,2,0,76561197967432889,MAJ3R,0,0,1223521aaa5d5286
109085,88887,10,2,3,0,76561198355739212,torzsi,1,1,1223521aaa5d5286
109595,89321,10,1,2,1,76561198083485506,woxic,1,0,1223521aaa5d5286
115515,94033,11,4,3,0,76561198355739212,torzsi,1,1,1223521aaa5d5286
126970,103574,12,3,3,0,76561198063336407,Spinx,0,0,1223521aaa5d5286
148053,120948,13,4,2,0,76561198855375325,Jimpphat,0,0,1223521aaa5d5286
154690,126301,14,4,2,0,76561198063336407,Spinx,0,0,1223521aaa5d5286
164534,134229,15,3,3,0,76561198410750263,jottAAA,1,1,1223521aaa5d5286
177484,145061,16,2,2,1,76561198355739212,torzsi,1,1,1223521aaa5d5286
