url,url_event,tournament,nspc_tournament,match_id,match_format,match_date,team_1,team_1_result,team_2,team_2_result,winner,event_id,map,map_n,p,demo_filename,checksum
https://www.hltv.org/matches/2380077/spirit-vs-mouz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95323,Bo3,2025-03-15 11:45:00,Spirit,1,MOUZ,2,MOUZ,8292,dust2,m2,,E8292_M95323_spirit-vs-mouz-m2-dust2.dem,3efb61445ab59aa6
https://www.hltv.org/matches/2380077/spirit-vs-mouz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95323,Bo3,2025-03-15 11:45:00,Spirit,1,MOUZ,2,MOUZ,8292,ancient,m3,,E8292_M95323_spirit-vs-mouz-m3-ancient.dem,62d9b1e46804455
https://www.hltv.org/matches/2380072/vitality-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95286,Bo3,2025-03-14 11:45:00,Vitality,2,Liquid,0,Vitality,8292,anubis,m1,1,E8292_M95286_vitality-vs-liquid-m1-anubis-p1.dem,c1ea8474cd5e28c1
https://www.hltv.org/matches/2380072/vitality-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95286,Bo3,2025-03-14 11:45:00,Vitality,2,Liquid,0,Vitality,8292,anubis,m1,2,E8292_M95286_vitality-vs-liquid-m1-anubis-p2.dem,5f49becdc5bc62cc
https://www.hltv.org/matches/2380072/vitality-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95286,Bo3,2025-03-14 11:45:00,Vitality,2,Liquid,0,Vitality,8292,dust2,m2,,E8292_M95286_vitality-vs-liquid-m2-dust2.dem,39346b69fdfbfbf4
https://www.hltv.org/matches/2380071/g2-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95229,Bo3,2025-03-11 15:40:00,G2,2,GamerLegion,0,G2,8292,inferno,m1,,E8292_M95229_g2-vs-gamerlegion-m1-inferno.dem,bed0fceea179054e
https://www.hltv.org/matches/2380071/g2-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95229,Bo3,2025-03-11 15:40:00,G2,2,GamerLegion,0,G2,8292,nuke,m2,,E8292_M95229_g2-vs-gamerlegion-m2-nuke.dem,ca30292e2ff10fcf
https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95268,Bo3,2025-03-13 11:45:00,Eternal Fire,1,Spirit,2,Spirit,8292,nuke,m1,,E8292_M95268_eternal-fire-vs-spirit-m1-nuke.dem,9e1cf5b873234aeb
https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95268,Bo3,2025-03-13 11:45:00,Eternal Fire,1,Spirit,2,Spirit,8292,anubis,m2,,E8292_M95268_eternal-fire-vs-spirit-m2-anubis.dem,86a459bbe154e5f
https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95268,Bo3,2025-03-13 11:45:00,Eternal Fire,1,Spirit,2,Spirit,8292,mirage,m3,,E8292_M95268_eternal-fire-vs-spirit-m3-mirage.dem,19ac7316a998299
https://www.hltv.org/matches/2380074/mouz-vs-g2-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95274,Bo3,2025-03-13 16:15:00,MOUZ,2,G2,1,MOUZ,8292,inferno,m1,,E8292_M95274_mouz-vs-g2-m1-inferno.dem,aa21d647a98121b6
https://www.hltv.org/matches/2380074/mouz-vs-g2-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95274,Bo3,2025-03-13 16:15:00,MOUZ,2,G2,1,MOUZ,8292,nuke,m2,,E8292_M95274_mouz-vs-g2-m2-nuke.dem,228afa585beb1969
https://www.hltv.org/matches/2380074/mouz-vs-g2-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95274,Bo3,2025-03-13 16:15:00,MOUZ,2,G2,1,MOUZ,8292,ancient,m3,,E8292_M95274_mouz-vs-g2-m3-ancient.dem,aafb2be0c77dd85e
https://www.hltv.org/matches/2380069/liquid-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95216,Bo3,2025-03-11 09:30:00,Liquid,2,3DMAX,1,Liquid,8292,inferno,m1,,E8292_M95216_liquid-vs-3dmax-m1-inferno.dem,2ae2c11a10d8a5e0
https://www.hltv.org/matches/2380069/liquid-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95216,Bo3,2025-03-11 09:30:00,Liquid,2,3DMAX,1,Liquid,8292,ancient,m2,,E8292_M95216_liquid-vs-3dmax-m2-ancient.dem,e33ed675fa851661
https://www.hltv.org/matches/2380069/liquid-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95216,Bo3,2025-03-11 09:30:00,Liquid,2,3DMAX,1,Liquid,8292,anubis,m3,,E8292_M95216_liquid-vs-3dmax-m3-anubis.dem,2086802a2c39728a
https://www.hltv.org/matches/2380068/falcons-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95197,Bo3,2025-03-10 15:00:00,Falcons,2,FURIA,1,Falcons,8292,train,m1,,E8292_M95197_falcons-vs-furia-m1-train.dem,5067baaa1d750411
https://www.hltv.org/matches/2380068/falcons-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95197,Bo3,2025-03-10 15:00:00,Falcons,2,FURIA,1,Falcons,8292,mirage,m2,,E8292_M95197_falcons-vs-furia-m2-mirage.dem,8e18c7460516290e
https://www.hltv.org/matches/2380068/falcons-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95197,Bo3,2025-03-10 15:00:00,Falcons,2,FURIA,1,Falcons,8292,dust2,m3,,E8292_M95197_falcons-vs-furia-m3-dust2.dem,c52b61b01b6cb748
https://www.hltv.org/matches/2380070/falcons-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95222,Bo3,2025-03-11 12:15:00,Falcons,1,Eternal Fire,2,Eternal Fire,8292,inferno,m1,,E8292_M95222_falcons-vs-eternal-fire-m1-inferno.dem,e624daf06db20767
https://www.hltv.org/matches/2380070/falcons-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95222,Bo3,2025-03-11 12:15:00,Falcons,1,Eternal Fire,2,Eternal Fire,8292,mirage,m2,,E8292_M95222_falcons-vs-eternal-fire-m2-mirage.dem,ff6770d991c74059
https://www.hltv.org/matches/2380070/falcons-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95222,Bo3,2025-03-11 12:15:00,Falcons,1,Eternal Fire,2,Eternal Fire,8292,dust2,m3,,E8292_M95222_falcons-vs-eternal-fire-m3-dust2.dem,2ddc2be86fa12489
https://www.hltv.org/matches/2380066/eternal-fire-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95180,Bo3,2025-03-10 12:45:00,Eternal Fire,2,paiN,0,Eternal Fire,8292,nuke,m1,,E8292_M95180_eternal-fire-vs-pain-m1-nuke.dem,818a8c0b64989692
https://www.hltv.org/matches/2380066/eternal-fire-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95180,Bo3,2025-03-10 12:45:00,Eternal Fire,2,paiN,0,Eternal Fire,8292,inferno,m2,,E8292_M95180_eternal-fire-vs-pain-m2-inferno.dem,ce7964377b43c8a7
https://www.hltv.org/matches/2380067/g2-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95187,Bo3,2025-03-10 14:30:00,G2,0,Natus Vincere,2,Natus Vincere,8292,mirage,m1,,E8292_M95187_g2-vs-natus-vincere-m1-mirage.dem,89ed12e19c0337be
https://www.hltv.org/matches/2380067/g2-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95187,Bo3,2025-03-10 14:30:00,G2,0,Natus Vincere,2,Natus Vincere,8292,ancient,m2,,E8292_M95187_g2-vs-natus-vincere-m2-ancient.dem,212729ad59192921
https://www.hltv.org/matches/2380065/mouz-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95176,Bo3,2025-03-10 12:00:00,MOUZ,2,Liquid,0,MOUZ,8292,ancient,m1,,E8292_M95176_mouz-vs-liquid-m1-ancient.dem,7a0d04d2abb161f2
https://www.hltv.org/matches/2380065/mouz-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95176,Bo3,2025-03-10 12:00:00,MOUZ,2,Liquid,0,MOUZ,8292,nuke,m2,,E8292_M95176_mouz-vs-liquid-m2-nuke.dem,f52e6c4b9fc5325a
https://www.hltv.org/matches/2380064/saw-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95174,Bo3,2025-03-10 09:30:00,SAW,1,GamerLegion,2,GamerLegion,8292,train,m1,,E8292_M95174_saw-vs-gamerlegion-m1-train.dem,448c7966b81b74c0
https://www.hltv.org/matches/2380064/saw-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95174,Bo3,2025-03-10 09:30:00,SAW,1,GamerLegion,2,GamerLegion,8292,inferno,m2,,E8292_M95174_saw-vs-gamerlegion-m2-inferno.dem,2b8872443cd256b3
https://www.hltv.org/matches/2380064/saw-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95174,Bo3,2025-03-10 09:30:00,SAW,1,GamerLegion,2,GamerLegion,8292,ancient,m3,,E8292_M95174_saw-vs-gamerlegion-m3-ancient.dem,bcb1ea405e2edce9
https://www.hltv.org/matches/2380061/furia-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95145,Bo3,2025-03-09 14:00:00,FURIA,2,MIBR,1,FURIA,8292,anubis,m1,,E8292_M95145_furia-vs-mibr-m1-anubis.dem,169e6f8be6c49771
https://www.hltv.org/matches/2380061/furia-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95145,Bo3,2025-03-09 14:00:00,FURIA,2,MIBR,1,FURIA,8292,mirage,m2,,E8292_M95145_furia-vs-mibr-m2-mirage.dem,56eed125fc908468
https://www.hltv.org/matches/2380061/furia-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95145,Bo3,2025-03-09 14:00:00,FURIA,2,MIBR,1,FURIA,8292,inferno,m3,,E8292_M95145_furia-vs-mibr-m3-inferno.dem,f984663567c5ea8f
https://www.hltv.org/matches/2380062/liquid-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95139,Bo3,2025-03-09 14:05:00,Liquid,2,Eternal Fire,0,Liquid,8292,inferno,m1,,E8292_M95139_liquid-vs-eternal-fire-m1-inferno.dem,f6804c21a9e7a191
https://www.hltv.org/matches/2380062/liquid-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95139,Bo3,2025-03-09 14:05:00,Liquid,2,Eternal Fire,0,Liquid,8292,train,m2,,E8292_M95139_liquid-vs-eternal-fire-m2-train.dem,a3429bc01e14e67c
https://www.hltv.org/matches/2380059/vitality-vs-mouz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95128,Bo3,2025-03-09 12:15:00,Vitality,2,MOUZ,0,Vitality,8292,inferno,m1,,E8292_M95128_vitality-vs-mouz-m1-inferno.dem,d2693f279cd15669
https://www.hltv.org/matches/2380059/vitality-vs-mouz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95128,Bo3,2025-03-09 12:15:00,Vitality,2,MOUZ,0,Vitality,8292,dust2,m2,,E8292_M95128_vitality-vs-mouz-m2-dust2.dem,bf2f4cefae40fc7
https://www.hltv.org/matches/2380063/the-mongolz-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95169,Bo3,2025-03-10 09:30:00,The MongolZ,2,3DMAX,0,The MongolZ,8292,dust2,m1,,E8292_M95169_the-mongolz-vs-3dmax-m1-dust2.dem,934fd6d378f2e63
https://www.hltv.org/matches/2380063/the-mongolz-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95169,Bo3,2025-03-10 09:30:00,The MongolZ,2,3DMAX,0,The MongolZ,8292,ancient,m2,,E8292_M95169_the-mongolz-vs-3dmax-m2-ancient.dem,751d95d827414fa0
https://www.hltv.org/matches/2380058/g2-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95118,Bo3,2025-03-09 09:30:00,G2,2,SAW,0,G2,8292,nuke,m1,,E8292_M95118_g2-vs-saw-m1-nuke.dem,f37042420c1c4a49
https://www.hltv.org/matches/2380058/g2-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95118,Bo3,2025-03-09 09:30:00,G2,2,SAW,0,G2,8292,dust2,m2,,E8292_M95118_g2-vs-saw-m2-dust2.dem,c01ee5006ce9320
https://www.hltv.org/matches/2380060/pain-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95126,Bo3,2025-03-09 11:30:00,paiN,0,Natus Vincere,2,Natus Vincere,8292,train,m1,,E8292_M95126_pain-vs-natus-vincere-m1-train.dem,74bbdd0a06664212
https://www.hltv.org/matches/2380060/pain-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95126,Bo3,2025-03-09 11:30:00,paiN,0,Natus Vincere,2,Natus Vincere,8292,mirage,m2,,E8292_M95126_pain-vs-natus-vincere-m2-mirage.dem,16b311f2b6c74b78
https://www.hltv.org/matches/2380055/gamerlegion-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95116,Bo3,2025-03-09 06:30:00,GamerLegion,2,TYLOO,0,GamerLegion,8292,ancient,m1,1,E8292_M95116_gamerlegion-vs-tyloo-m1-ancient-p1.dem,783278a1f41b51e4
https://www.hltv.org/matches/2380055/gamerlegion-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95116,Bo3,2025-03-09 06:30:00,GamerLegion,2,TYLOO,0,GamerLegion,8292,ancient,m1,2,E8292_M95116_gamerlegion-vs-tyloo-m1-ancient-p2.dem,2bb3ece11b02a2a2
https://www.hltv.org/matches/2380055/gamerlegion-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95116,Bo3,2025-03-09 06:30:00,GamerLegion,2,TYLOO,0,GamerLegion,8292,ancient,m1,3,E8292_M95116_gamerlegion-vs-tyloo-m1-ancient-p3.dem,a0fb39554a271ff5
https://www.hltv.org/matches/2380055/gamerlegion-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95116,Bo3,2025-03-09 06:30:00,GamerLegion,2,TYLOO,0,GamerLegion,8292,inferno,m2,,E8292_M95116_gamerlegion-vs-tyloo-m2-inferno.dem,e051b4303f8fa62f
https://www.hltv.org/matches/2380056/falcons-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95111,Bo3,2025-03-09 06:30:00,Falcons,1,3DMAX,2,3DMAX,8292,inferno,m1,,E8292_M95111_falcons-vs-3dmax-m1-inferno.dem,93bb7326f8e9e09d
https://www.hltv.org/matches/2380056/falcons-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95111,Bo3,2025-03-09 06:30:00,Falcons,1,3DMAX,2,3DMAX,8292,ancient,m2,,E8292_M95111_falcons-vs-3dmax-m2-ancient.dem,81ea565a7e069177
https://www.hltv.org/matches/2380056/falcons-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95111,Bo3,2025-03-09 06:30:00,Falcons,1,3DMAX,2,3DMAX,8292,dust2,m3,,E8292_M95111_falcons-vs-3dmax-m3-dust2.dem,afb138a9e6cf7fd2
https://www.hltv.org/matches/2380053/spirit-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95069,Bo3,2025-03-08 14:50:00,Spirit,2,SAW,0,Spirit,8292,dust2,m1,,E8292_M95069_spirit-vs-saw-m1-dust2.dem,279b7e8cba6ce639
https://www.hltv.org/matches/2380053/spirit-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95069,Bo3,2025-03-08 14:50:00,Spirit,2,SAW,0,Spirit,8292,train,m2,,E8292_M95069_spirit-vs-saw-m2-train.dem,88410e60ae363ac7
https://www.hltv.org/matches/2380054/liquid-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95068,Bo3,2025-03-08 14:20:00,Liquid,2,FURIA,0,Liquid,8292,dust2,m1,,E8292_M95068_liquid-vs-furia-m1-dust2.dem,6ea75381310514a8
https://www.hltv.org/matches/2380054/liquid-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95068,Bo3,2025-03-08 14:20:00,Liquid,2,FURIA,0,Liquid,8292,anubis,m2,,E8292_M95068_liquid-vs-furia-m2-anubis.dem,f50ec9e8c8c3f83b
https://www.hltv.org/matches/2380051/vitality-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95059,Bo3,2025-03-08 12:55:00,Vitality,2,3DMAX,0,Vitality,8292,train,m1,,E8292_M95059_vitality-vs-3dmax-m1-train.dem,ebac2da347203a61
https://www.hltv.org/matches/2380051/vitality-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95059,Bo3,2025-03-08 12:55:00,Vitality,2,3DMAX,0,Vitality,8292,dust2,m2,,E8292_M95059_vitality-vs-3dmax-m2-dust2.dem,73d8dd4c53f2dd83
https://www.hltv.org/matches/2380057/spirit-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95122,Bo3,2025-03-09 10:05:00,Spirit,2,The MongolZ,0,Spirit,8292,anubis,m1,,E8292_M95122_spirit-vs-the-mongolz-m1-anubis.dem,bccb41894d00539e
https://www.hltv.org/matches/2380057/spirit-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95122,Bo3,2025-03-09 10:05:00,Spirit,2,The MongolZ,0,Spirit,8292,dust2,m2,,E8292_M95122_spirit-vs-the-mongolz-m2-dust2.dem,12643b7a7070a5ec
https://www.hltv.org/matches/2380049/g2-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95049,Bo3,2025-03-08 09:30:00,G2,1,The MongolZ,2,The MongolZ,8292,ancient,m1,,E8292_M95049_g2-vs-the-mongolz-m1-ancient.dem,4255bff206f83561
https://www.hltv.org/matches/2380049/g2-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95049,Bo3,2025-03-08 09:30:00,G2,1,The MongolZ,2,The MongolZ,8292,dust2,m2,,E8292_M95049_g2-vs-the-mongolz-m2-dust2.dem,bd744f322b02fecd
https://www.hltv.org/matches/2380049/g2-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95049,Bo3,2025-03-08 09:30:00,G2,1,The MongolZ,2,The MongolZ,8292,mirage,m3,,E8292_M95049_g2-vs-the-mongolz-m3-mirage.dem,39f26e5fa08ece5c
https://www.hltv.org/matches/2380050/gamerlegion-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95045,Bo3,2025-03-08 09:00:00,GamerLegion,1,paiN,2,paiN,8292,nuke,m1,,E8292_M95045_gamerlegion-vs-pain-m1-nuke.dem,9c35264bb6468484
https://www.hltv.org/matches/2380050/gamerlegion-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95045,Bo3,2025-03-08 09:00:00,GamerLegion,1,paiN,2,paiN,8292,inferno,m2,,E8292_M95045_gamerlegion-vs-pain-m2-inferno.dem,6db14d8e85ed3093
https://www.hltv.org/matches/2380050/gamerlegion-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95045,Bo3,2025-03-08 09:00:00,GamerLegion,1,paiN,2,paiN,8292,mirage,m3,,E8292_M95045_gamerlegion-vs-pain-m3-mirage.dem,be277b0d8c563cdb
https://www.hltv.org/matches/2380052/mouz-vs-falcons-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95056,Bo3,2025-03-08 12:15:00,MOUZ,2,Falcons,0,MOUZ,8292,train,m1,,E8292_M95056_mouz-vs-falcons-m1-train.dem,5b387af4060edd28
https://www.hltv.org/matches/2380052/mouz-vs-falcons-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95056,Bo3,2025-03-08 12:15:00,MOUZ,2,Falcons,0,MOUZ,8292,nuke,m2,,E8292_M95056_mouz-vs-falcons-m2-nuke.dem,edcb4a3ba031811a
https://www.hltv.org/matches/2380046/falcons-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95008,Bo3,2025-03-07 15:25:00,Falcons,2,Liquid,1,Falcons,8292,inferno,m1,,E8292_M95008_falcons-vs-liquid-m1-inferno.dem,72b2aaab746f3c22
